uid,sid
1135,195
1135,123
1135,128
1135,246
1135,60
1135,499
1135,51
1135,432
1135,132
1135,38
1135,62
1135,259
1135,48
1136,218
1136,237
1136,184
1136,84
1136,97
1136,40
1136,116
1136,123
1136,587
1136,128
1136,22
1136,186
1136,321
1136,420
1136,9
1136,662
1136,78
1136,246
1136,283
1136,3
1136,156
1136,515
1136,7
1136,96
1136,44
1136,541
1136,499
1136,352
1136,512
1136,244
1136,104
1136,277
1136,151
1136,206
1136,51
1136,113
1136,547
1136,58
1136,0
1136,124
1136,5
1136,127
1136,528
1136,50
1136,642
1136,643
1136,213
1136,669
1136,437
1136,177
1136,4
1136,280
1136,305
1136,92
1136,538
1136,134
1136,243
1136,788
1136,273
1136,132
1136,214
1136,290
1136,164
1136,167
1136,315
1136,38
1136,41
1136,168
1136,376
1136,171
1136,381
1136,221
1136,62
1136,13
1136,210
1136,68
1136,259
1136,264
1136,15
1136,23
1136,711
1136,714
1136,531
1136,64
1136,67
1136,209
1136,1158
1136,741
1136,317
1136,183
1136,434
1136,105
1136,48
1136,766
1136,26
1136,217
1137,237
1137,184
1137,128
1137,283
1137,3
1137,60
1137,515
1137,44
1137,541
1137,104
1137,113
1137,5
1137,127
1137,528
1137,280
1137,189
1137,538
1137,273
1137,38
1137,221
1137,68
1137,259
1137,48
1138,237
1138,184
1138,116
1138,123
1138,128
1138,78
1138,246
1138,283
1138,60
1138,499
1138,512
1138,244
1138,104
1138,51
1138,113
1138,58
1138,5
1138,437
1138,4
1138,280
1138,733
1138,27
1138,189
1138,92
1138,134
1138,132
1138,290
1138,164
1138,167
1138,38
1138,41
1138,376
1138,221
1138,68
1138,259
1138,264
1138,148
1138,23
1138,317
1138,48
1139,184
1139,97
1139,40
1139,123
1139,587
1139,22
1139,611
1139,186
1139,321
1139,9
1139,283
1139,96
1139,44
1139,244
1139,277
1139,151
1139,51
1139,199
1139,124
1139,5
1139,127
1139,528
1139,643
1139,92
1139,134
1139,243
1139,273
1139,132
1139,167
1139,145
1139,38
1139,376
1139,62
1139,210
1139,68
1139,711
1139,714
1139,531
1139,64
1139,209
1139,1158
1139,743
1139,755
1139,48
1139,766
1139,26
1139,217
1140,237
1140,184
1140,33
1140,40
1140,116
1140,587
1140,128
1140,22
1140,611
1140,186
1140,321
1140,420
1140,662
1140,160
1140,385
1140,283
1140,60
1140,7
1140,44
1140,541
1140,352
1140,512
1140,277
1140,151
1140,206
1140,51
1140,113
1140,199
1140,58
1140,124
1140,5
1140,127
1140,50
1140,643
1140,155
1140,669
1140,177
1140,4
1140,280
1140,733
1140,189
1140,538
1140,788
1140,132
1140,164
1140,167
1140,315
1140,38
1140,376
1140,171
1140,381
1140,62
1140,13
1140,210
1140,259
1140,15
1140,19
1140,531
1140,64
1140,1158
1140,741
1140,743
1140,183
1140,755
1140,434
1140,105
1140,26
1140,217
1141,218
1141,33
1141,97
1141,40
1141,116
1141,123
1141,587
1141,128
1141,22
1141,186
1141,246
1141,3
1141,515
1141,7
1141,352
1141,512
1141,244
1141,104
1141,151
1141,51
1141,113
1141,58
1141,0
1141,669
1141,305
1141,432
1141,27
1141,189
1141,92
1141,538
1141,243
1141,788
1141,132
1141,290
1141,164
1141,167
1141,315
1141,38
1141,171
1141,13
1141,68
1141,259
1141,148
1141,67
1141,741
1141,434
1141,48
1142,97
1142,116
1142,22
1142,662
1142,78
1142,60
1142,44
1142,127
1142,213
1142,669
1142,171
1142,64
1142,26
1143,84
1143,97
1143,321
1143,60
1143,104
1143,113
1143,189
1143,92
1143,15
1143,48
1144,184
1144,84
1144,40
1144,116
1144,321
1144,283
1144,44
1144,104
1144,206
1144,51
1144,113
1144,669
1144,733
1144,167
1144,381
1144,23
1144,209
1145,84
1145,97
1145,195
1145,128
1145,662
1145,78
1145,246
1145,283
1145,44
1145,541
1145,499
1145,104
1145,277
1145,151
1145,51
1145,213
1145,305
1145,432
1145,189
1145,92
1145,273
1145,214
1145,38
1145,62
1145,210
1145,259
1145,264
1145,15
1145,64
1145,209
1145,1158
1145,217
1146,84
1146,97
1146,116
1146,611
1146,321
1146,420
1146,9
1146,662
1146,78
1146,246
1146,283
1146,44
1146,499
1146,244
1146,104
1146,206
1146,113
1146,124
1146,127
1146,50
1146,669
1146,189
1146,92
1146,167
1146,259
1146,15
1146,23
1146,67
1146,209
1146,1158
1146,743
1146,434
1146,105
1146,766
1147,184
1147,22
1147,385
1147,515
1147,7
1147,499
1147,104
1147,206
1147,199
1147,547
1147,5
1147,50
1147,27
1147,273
1147,168
1147,221
1147,13
1147,15
1147,19
1147,531
1147,741
1147,183
1147,766
1148,218
1148,237
1148,184
1148,195
1148,587
1148,22
1148,186
1148,385
1148,60
1148,515
1148,44
1148,352
1148,104
1148,277
1148,113
1148,58
1148,124
1148,5
1148,127
1148,50
1148,4
1148,733
1148,134
1148,788
1148,273
1148,167
1148,315
1148,38
1148,62
1148,68
1148,148
1148,741
1148,317
1148,105
1148,48
1148,26
1149,237
1149,184
1149,84
1149,33
1149,97
1149,40
1149,116
1149,195
1149,123
1149,587
1149,128
1149,22
1149,611
1149,186
1149,321
1149,420
1149,9
1149,662
1149,385
1149,78
1149,246
1149,283
1149,3
1149,156
1149,515
1149,7
1149,96
1149,44
1149,541
1149,499
1149,352
1149,244
1149,104
1149,277
1149,151
1149,206
1149,51
1149,199
1149,547
1149,58
1149,0
1149,124
1149,5
1149,127
1149,50
1149,642
1149,669
1149,437
1149,177
1149,280
1149,733
1149,305
1149,432
1149,27
1149,189
1149,92
1149,538
1149,134
1149,243
1149,788
1149,273
1149,132
1149,214
1149,290
1149,164
1149,167
1149,315
1149,145
1149,38
1149,41
1149,168
1149,376
1149,171
1149,381
1149,221
1149,13
1149,210
1149,68
1149,259
1149,15
1149,19
1149,148
1149,23
1149,711
1149,714
1149,531
1149,64
1149,67
1149,209
1149,1158
1149,741
1149,317
1149,743
1149,183
1149,755
1149,434
1149,105
1149,48
1149,766
1149,26
1149,217
1150,184
1150,84
1150,97
1150,40
1150,116
1150,195
1150,587
1150,22
1150,186
1150,160
1150,385
1150,78
1150,246
1150,3
1150,156
1150,60
1150,515
1150,44
1150,541
1150,352
1150,512
1150,244
1150,104
1150,151
1150,113
1150,547
1150,124
1150,5
1150,127
1150,528
1150,50
1150,642
1150,155
1150,213
1150,669
1150,177
1150,733
1150,305
1150,432
1150,189
1150,92
1150,538
1150,134
1150,788
1150,273
1150,132
1150,214
1150,290
1150,167
1150,315
1150,145
1150,168
1150,376
1150,171
1150,381
1150,221
1150,62
1150,210
1150,264
1150,15
1150,19
1150,23
1150,711
1150,714
1150,64
1150,209
1150,743
1150,434
1150,48
1150,766
1150,26
1150,217
1151,184
1151,97
1151,195
1151,123
1151,60
1151,96
1151,44
1151,104
1151,113
1151,213
1151,669
1151,733
1151,432
1151,189
1151,92
1151,62
1151,68
1151,531
1151,209
1151,317
1151,434
1152,218
1152,237
1152,128
1152,3
1152,541
1152,352
1152,104
1152,113
1152,50
1152,305
1152,134
1152,243
1152,315
1152,38
1152,68
1152,317
1153,662
1153,171
1154,97
1154,40
1154,116
1154,195
1154,123
1154,587
1154,128
1154,186
1154,160
1154,385
1154,78
1154,246
1154,156
1154,515
1154,44
1154,512
1154,244
1154,104
1154,277
1154,151
1154,51
1154,113
1154,58
1154,124
1154,5
1154,127
1154,643
1154,437
1154,280
1154,432
1154,92
1154,132
1154,214
1154,290
1154,164
1154,167
1154,315
1154,145
1154,38
1154,62
1154,210
1154,259
1154,264
1154,711
1154,714
1154,64
1154,67
1154,755
1154,48
1154,217
1155,116
1155,246
1155,283
1155,127
1155,221
1156,84
1156,97
1156,321
1156,78
1156,283
1156,104
1156,151
1156,113
1156,189
1156,132
1156,168
1156,48
1157,33
1157,40
1157,116
1157,283
1157,60
1157,50
1157,669
1157,437
1157,27
1157,134
1157,167
1157,171
1157,381
1157,221
1157,64
1158,237
1158,97
1158,587
1158,22
1158,662
1158,160
1158,60
1158,96
1158,44
1158,512
1158,104
1158,277
1158,113
1158,124
1158,528
1158,733
1158,432
1158,189
1158,788
1158,132
1158,214
1158,41
1158,376
1158,62
1158,68
1158,714
1158,743
1158,26
1158,217
1159,218
1159,237
1159,184
1159,3
1159,515
1159,541
1159,352
1159,512
1159,104
1159,277
1159,50
1159,4
1159,733
1159,305
1159,134
1159,243
1159,788
1159,273
1159,290
1159,38
1159,68
1159,531
1159,317
1159,48
1160,84
1160,97
1160,611
1160,321
1160,420
1160,662
1160,283
1160,499
1160,244
1160,104
1160,206
1160,113
1160,127
1160,669
1160,189
1160,92
1160,259
1160,15
1160,64
1160,67
1160,434
1160,766
1161,97
1161,116
1161,195
1161,123
1161,128
1161,611
1161,321
1161,420
1161,9
1161,662
1161,78
1161,246
1161,151
1161,51
1161,547
1161,0
1161,124
1161,5
1161,669
1161,437
1161,177
1161,280
1161,305
1161,27
1161,134
1161,167
1161,145
1161,38
1161,381
1161,23
1161,64
1161,67
1161,1158
1161,741
1161,105
1161,766
1162,195
1162,160
1162,541
1162,512
1162,113
1162,58
1162,5
1162,432
1162,189
1162,92
1162,132
1162,148
1163,218
1163,184
1163,97
1163,40
1163,116
1163,123
1163,128
1163,420
1163,246
1163,283
1163,3
1163,156
1163,96
1163,499
1163,244
1163,104
1163,277
1163,151
1163,51
1163,113
1163,547
1163,5
1163,50
1163,669
1163,437
1163,177
1163,280
1163,305
1163,27
1163,538
1163,134
1163,132
1163,290
1163,164
1163,167
1163,315
1163,145
1163,38
1163,41
1163,376
1163,171
1163,381
1163,221
1163,210
1163,259
1163,264
1163,19
1163,23
1163,531
1163,317
1163,183
1163,105
1163,48
1163,766
1163,26
1163,217
1164,184
1164,84
1164,97
1164,116
1164,128
1164,22
1164,611
1164,246
1164,60
1164,44
1164,541
1164,499
1164,244
1164,104
1164,58
1164,0
1164,124
1164,5
1164,528
1164,155
1164,4
1164,733
1164,305
1164,189
1164,92
1164,788
1164,132
1164,315
1164,38
1164,376
1164,62
1164,68
1164,23
1164,714
1164,531
1164,64
1164,209
1164,1158
1164,743
1164,183
1164,48
1164,217
1165,97
1165,283
1165,499
1165,104
1165,113
1165,27
1165,189
1165,92
1165,15
1165,64
1165,766
1166,184
1166,40
1166,116
1166,123
1166,128
1166,22
1166,78
1166,246
1166,60
1166,515
1166,44
1166,244
1166,51
1166,113
1166,280
1166,27
1166,538
1166,134
1166,164
1166,38
1166,41
1166,171
1166,62
1166,210
1166,23
1166,64
1167,184
1167,33
1167,116
1167,22
1167,160
1167,283
1167,3
1167,156
1167,60
1167,515
1167,499
1167,352
1167,244
1167,104
1167,151
1167,113
1167,58
1167,5
1167,127
1167,528
1167,642
1167,437
1167,177
1167,280
1167,733
1167,432
1167,189
1167,538
1167,134
1167,243
1167,273
1167,132
1167,290
1167,164
1167,315
1167,145
1167,376
1167,171
1167,221
1167,13
1167,68
1167,264
1167,48
1168,84
1168,33
1168,116
1168,662
1168,515
1168,7
1168,104
1168,113
1168,199
1168,0
1168,171
1168,221
1168,19
1168,711
1168,755
1169,184
1169,116
1169,611
1169,321
1169,662
1169,283
1169,515
1169,96
1169,499
1169,512
1169,104
1169,206
1169,199
1169,0
1169,213
1169,669
1169,437
1169,733
1169,305
1169,27
1169,134
1169,273
1169,315
1169,38
1169,168
1169,221
1169,68
1169,264
1169,148
1169,23
1169,209
1169,1158
1169,317
1169,766
1170,237
1170,128
1170,3
1170,60
1170,541
1170,27
1170,41
1171,218
1171,184
1171,84
1171,116
1171,195
1171,123
1171,587
1171,128
1171,22
1171,186
1171,420
1171,9
1171,385
1171,246
1171,283
1171,3
1171,156
1171,44
1171,541
1171,499
1171,352
1171,512
1171,244
1171,104
1171,277
1171,151
1171,51
1171,199
1171,547
1171,58
1171,0
1171,124
1171,5
1171,127
1171,213
1171,437
1171,280
1171,432
1171,27
1171,189
1171,92
1171,538
1171,134
1171,788
1171,273
1171,132
1171,290
1171,164
1171,167
1171,145
1171,38
1171,41
1171,168
1171,376
1171,171
1171,221
1171,13
1171,68
1171,264
1171,19
1171,23
1171,714
1171,64
1171,209
1171,741
1171,105
1171,48
1171,26
1171,217
1172,184
1172,84
1172,97
1172,128
1172,160
1172,283
1172,3
1172,156
1172,60
1172,515
1172,96
1172,541
1172,499
1172,352
1172,104
1172,151
1172,113
1172,127
1172,50
1172,669
1172,280
1172,305
1172,189
1172,92
1172,538
1172,134
1172,243
1172,788
1172,132
1172,290
1172,164
1172,315
1172,38
1172,171
1172,221
1172,13
1172,68
1172,264
1172,15
1172,531
1172,317
1172,48
1173,321
1173,499
1173,104
1173,0
1173,27
1173,189
1174,283
1174,437
1174,189
1174,171
1174,221
1174,264
1174,64
1175,218
1175,84
1175,116
1175,123
1175,611
1175,186
1175,9
1175,662
1175,385
1175,78
1175,156
1175,96
1175,44
1175,277
1175,51
1175,113
1175,199
1175,547
1175,0
1175,124
1175,127
1175,528
1175,642
1175,643
1175,213
1175,669
1175,177
1175,92
1175,167
1175,381
1175,62
1175,13
1175,19
1175,23
1175,714
1175,64
1175,209
1175,741
1175,743
1175,183
1175,755
1175,434
1175,105
1175,26
1175,217
1176,184
1176,84
1176,97
1176,40
1176,116
1176,123
1176,128
1176,283
1176,499
1176,244
1176,104
1176,113
1176,50
1176,669
1176,437
1176,4
1176,189
1176,92
1176,538
1176,134
1176,164
1176,167
1176,315
1176,171
1176,381
1176,221
1176,15
1176,148
1176,48
1177,244
1177,199
1177,0
1177,5
1177,766
1178,237
1178,184
1178,84
1178,33
1178,97
1178,40
1178,587
1178,128
1178,22
1178,611
1178,186
1178,321
1178,662
1178,160
1178,385
1178,78
1178,246
1178,156
1178,60
1178,515
1178,96
1178,44
1178,352
1178,512
1178,104
1178,277
1178,151
1178,51
1178,113
1178,199
1178,547
1178,124
1178,5
1178,127
1178,528
1178,50
1178,643
1178,155
1178,213
1178,669
1178,177
1178,733
1178,432
1178,189
1178,538
1178,273
1178,132
1178,214
1178,315
1178,145
1178,376
1178,381
1178,62
1178,210
1178,68
1178,259
1178,264
1178,15
1178,714
1178,531
1178,64
1178,209
1178,1158
1178,743
1178,183
1178,755
1178,434
1178,48
1178,26
1178,217
1179,128
1179,22
1179,246
1179,7
1179,44
1179,244
1179,0
1179,124
1179,127
1179,643
1179,669
1179,134
1179,167
1179,38
1179,23
1179,64
1179,48
1180,218
1180,237
1180,184
1180,84
1180,33
1180,97
1180,40
1180,116
1180,195
1180,123
1180,587
1180,128
1180,22
1180,611
1180,186
1180,321
1180,420
1180,9
1180,662
1180,160
1180,385
1180,78
1180,246
1180,283
1180,3
1180,60
1180,515
1180,96
1180,44
1180,541
1180,499
1180,352
1180,512
1180,244
1180,104
1180,277
1180,151
1180,206
1180,51
1180,113
1180,199
1180,547
1180,58
1180,0
1180,124
1180,5
1180,127
1180,528
1180,50
1180,642
1180,643
1180,155
1180,213
1180,669
1180,437
1180,177
1180,4
1180,280
1180,733
1180,305
1180,432
1180,27
1180,189
1180,92
1180,538
1180,134
1180,243
1180,788
1180,273
1180,132
1180,214
1180,290
1180,164
1180,315
1180,145
1180,38
1180,41
1180,376
1180,171
1180,381
1180,221
1180,62
1180,13
1180,210
1180,68
1180,259
1180,264
1180,15
1180,19
1180,148
1180,23
1180,711
1180,714
1180,531
1180,64
1180,67
1180,209
1180,1158
1180,317
1180,743
1180,183
1180,755
1180,434
1180,105
1180,48
1180,766
1180,26
1180,217
1181,218
1181,237
1181,184
1181,84
1181,33
1181,97
1181,40
1181,116
1181,123
1181,587
1181,128
1181,22
1181,611
1181,186
1181,321
1181,420
1181,9
1181,662
1181,160
1181,78
1181,246
1181,3
1181,60
1181,515
1181,96
1181,44
1181,541
1181,352
1181,512
1181,244
1181,104
1181,277
1181,151
1181,206
1181,51
1181,113
1181,199
1181,0
1181,124
1181,5
1181,127
1181,528
1181,50
1181,642
1181,643
1181,155
1181,213
1181,669
1181,437
1181,280
1181,733
1181,432
1181,189
1181,92
1181,538
1181,134
1181,243
1181,788
1181,273
1181,132
1181,290
1181,164
1181,167
1181,315
1181,38
1181,376
1181,171
1181,381
1181,221
1181,62
1181,210
1181,68
1181,259
1181,19
1181,23
1181,714
1181,531
1181,64
1181,67
1181,209
1181,1158
1181,741
1181,317
1181,743
1181,434
1181,48
1181,766
1181,26
1181,217
1182,184
1182,84
1182,97
1182,40
1182,116
1182,128
1182,22
1182,611
1182,321
1182,662
1182,385
1182,78
1182,246
1182,156
1182,96
1182,44
1182,244
1182,104
1182,277
1182,51
1182,124
1182,5
1182,50
1182,642
1182,643
1182,155
1182,177
1182,4
1182,280
1182,733
1182,305
1182,189
1182,538
1182,134
1182,273
1182,132
1182,38
1182,168
1182,376
1182,62
1182,13
1182,15
1182,23
1182,711
1182,67
1182,209
1182,1158
1182,743
1182,183
1182,755
1182,48
1182,766
1182,26
1182,217
1183,97
1183,40
1183,116
1183,587
1183,22
1183,186
1183,160
1183,385
1183,78
1183,60
1183,44
1183,352
1183,104
1183,277
1183,113
1183,547
1183,58
1183,124
1183,5
1183,127
1183,50
1183,642
1183,155
1183,437
1183,4
1183,432
1183,27
1183,189
1183,92
1183,134
1183,273
1183,132
1183,290
1183,164
1183,145
1183,168
1183,171
1183,381
1183,62
1183,13
1183,210
1183,15
1183,148
1183,711
1183,714
1183,64
1183,209
1183,741
1183,48
1183,217
1184,33
1184,22
1184,352
1184,512
1184,104
1184,277
1184,788
1184,164
1184,167
1184,381
1184,210
1184,259
1184,15
1184,23
1184,209
1184,105
1184,26
1185,84
1185,97
1185,662
1185,515
1185,7
1185,96
1185,44
1185,499
1185,244
1185,104
1185,206
1185,51
1185,113
1185,124
1185,5
1185,213
1185,177
1185,189
1185,538
1185,132
1185,214
1185,315
1185,376
1185,62
1185,13
1185,259
1185,15
1185,19
1185,714
1185,64
1185,209
1185,1158
1185,741
1185,743
1185,755
1185,217
1186,33
1186,160
1186,437
1186,280
1186,27
1186,189
1186,538
1186,290
1186,315
1186,38
1186,171
1186,221
1186,26
1187,97
1187,195
1187,587
1187,385
1187,78
1187,44
1187,151
1187,113
1187,199
1187,124
1187,5
1187,127
1187,643
1187,27
1187,92
1187,132
1187,210
1187,64
1187,209
1187,434
1187,217
1188,218
1188,116
1188,420
1188,547
1188,127
1188,221
1189,123
1189,104
1189,113
1189,528
1189,733
1189,189
1189,62
1189,23
1189,64
1189,105
1190,218
1190,246
1190,124
1190,213
1190,134
1190,38
1190,209
1190,1158
1190,743
1190,766
1191,123
1191,244
1191,51
1191,432
1191,134
1191,315
1191,381
1191,531
1191,64
1192,218
1192,237
1192,184
1192,84
1192,33
1192,97
1192,40
1192,116
1192,195
1192,128
1192,22
1192,160
1192,385
1192,78
1192,3
1192,156
1192,60
1192,515
1192,541
1192,352
1192,512
1192,104
1192,277
1192,151
1192,206
1192,113
1192,547
1192,58
1192,50
1192,642
1192,155
1192,305
1192,432
1192,189
1192,92
1192,134
1192,243
1192,788
1192,273
1192,132
1192,290
1192,164
1192,315
1192,145
1192,38
1192,171
1192,221
1192,62
1192,13
1192,68
1192,264
1192,148
1192,23
1192,711
1192,531
1192,755
1192,48
1193,218
1193,184
1193,84
1193,97
1193,116
1193,195
1193,123
1193,587
1193,128
1193,22
1193,186
1193,9
1193,662
1193,160
1193,385
1193,246
1193,283
1193,3
1193,156
1193,515
1193,7
1193,44
1193,499
1193,352
1193,244
1193,104
1193,151
1193,51
1193,113
1193,58
1193,124
1193,5
1193,127
1193,642
1193,643
1193,213
1193,669
1193,437
1193,177
1193,280
1193,305
1193,432
1193,27
1193,189
1193,92
1193,134
1193,788
1193,132
1193,214
1193,290
1193,164
1193,167
1193,315
1193,38
1193,41
1193,168
1193,171
1193,381
1193,221
1193,62
1193,13
1193,210
1193,68
1193,259
1193,264
1193,15
1193,19
1193,23
1193,711
1193,531
1193,64
1193,67
1193,741
1193,317
1193,183
1193,48
1193,26
1193,217
1194,218
1194,237
1194,3
1194,352
1194,512
1194,104
1194,58
1194,50
1194,213
1194,669
1194,134
1194,788
1194,273
1194,167
1194,38
1194,68
1194,531
1195,40
1195,116
1195,128
1195,22
1195,186
1195,246
1195,515
1195,7
1195,44
1195,352
1195,104
1195,51
1195,124
1195,5
1195,127
1195,213
1195,669
1195,437
1195,177
1195,134
1195,132
1195,164
1195,167
1195,315
1195,210
1195,259
1195,23
1195,714
1195,531
1195,64
1195,1158
1195,317
1195,183
1195,434
1195,48
1195,26
1196,128
1196,662
1196,246
1196,51
1196,0
1196,259
1196,209
1197,237
1197,33
1197,97
1197,40
1197,116
1197,128
1197,160
1197,78
1197,44
1197,541
1197,352
1197,206
1197,51
1197,58
1197,127
1197,92
1197,290
1197,315
1197,38
1197,171
1197,68
1197,714
1197,531
1197,64
1197,209
1197,755
1197,48
1198,237
1198,84
1198,97
1198,195
1198,123
1198,22
1198,186
1198,160
1198,385
1198,78
1198,246
1198,3
1198,541
1198,499
1198,151
1198,547
1198,58
1198,5
1198,127
1198,528
1198,50
1198,643
1198,437
1198,4
1198,280
1198,27
1198,189
1198,134
1198,273
1198,132
1198,164
1198,167
1198,145
1198,38
1198,41
1198,168
1198,171
1198,62
1198,13
1198,210
1198,259
1198,264
1198,15
1198,148
1198,23
1198,711
1198,531
1198,64
1198,743
1198,105
1198,26
1199,237
1199,184
1199,515
1199,104
1199,277
1199,788
1199,38
1200,237
1200,184
1200,22
1200,246
1200,515
1200,44
1200,541
1200,352
1200,512
1200,104
1200,277
1200,5
1200,50
1200,642
1200,4
1200,733
1200,305
1200,243
1200,788
1200,273
1200,38
1200,171
1200,68
1200,317
1200,26
1201,218
1201,237
1201,184
1201,84
1201,97
1201,40
1201,116
1201,195
1201,123
1201,587
1201,22
1201,611
1201,186
1201,321
1201,420
1201,9
1201,662
1201,160
1201,385
1201,78
1201,246
1201,283
1201,156
1201,60
1201,96
1201,44
1201,541
1201,499
1201,512
1201,244
1201,104
1201,277
1201,151
1201,206
1201,51
1201,113
1201,199
1201,547
1201,58
1201,0
1201,124
1201,5
1201,127
1201,528
1201,50
1201,642
1201,643
1201,155
1201,213
1201,437
1201,177
1201,280
1201,733
1201,305
1201,432
1201,27
1201,189
1201,92
1201,538
1201,273
1201,132
1201,214
1201,290
1201,164
1201,167
1201,315
1201,38
1201,41
1201,168
1201,376
1201,171
1201,381
1201,221
1201,62
1201,13
1201,210
1201,68
1201,259
1201,264
1201,15
1201,19
1201,148
1201,23
1201,711
1201,714
1201,531
1201,64
1201,67
1201,209
1201,1158
1201,317
1201,743
1201,183
1201,755
1201,105
1201,48
1201,26
1201,217
1202,218
1202,237
1202,184
1202,33
1202,97
1202,40
1202,116
1202,195
1202,123
1202,128
1202,321
1202,662
1202,160
1202,78
1202,246
1202,283
1202,3
1202,156
1202,60
1202,515
1202,96
1202,541
1202,499
1202,352
1202,244
1202,104
1202,277
1202,151
1202,206
1202,51
1202,113
1202,547
1202,58
1202,0
1202,124
1202,5
1202,127
1202,528
1202,50
1202,155
1202,669
1202,437
1202,177
1202,4
1202,280
1202,733
1202,305
1202,432
1202,27
1202,189
1202,92
1202,538
1202,134
1202,243
1202,788
1202,132
1202,214
1202,290
1202,164
1202,167
1202,315
1202,145
1202,38
1202,376
1202,171
1202,381
1202,221
1202,62
1202,210
1202,68
1202,259
1202,264
1202,19
1202,148
1202,23
1202,714
1202,531
1202,67
1202,741
1202,317
1202,743
1202,434
1202,105
1202,48
1202,26
1202,217
1203,218
1203,237
1203,184
1203,84
1203,97
1203,321
1203,283
1203,515
1203,541
1203,352
1203,512
1203,104
1203,277
1203,113
1203,0
1203,124
1203,5
1203,50
1203,669
1203,4
1203,733
1203,305
1203,189
1203,92
1203,134
1203,243
1203,788
1203,273
1203,315
1203,38
1203,68
1203,15
1203,317
1203,743
1203,217
1204,184
1204,33
1204,116
1204,104
1204,280
1204,134
1204,164
1204,171
1204,381
1205,237
1205,97
1205,22
1205,611
1205,420
1205,662
1205,160
1205,60
1205,96
1205,44
1205,512
1205,277
1205,113
1205,124
1205,528
1205,155
1205,733
1205,432
1205,189
1205,538
1205,132
1205,214
1205,376
1205,62
1205,714
1205,64
1205,209
1205,26
1205,217
1206,184
1206,84
1206,33
1206,97
1206,40
1206,116
1206,195
1206,123
1206,128
1206,9
1206,662
1206,160
1206,78
1206,246
1206,283
1206,156
1206,60
1206,7
1206,44
1206,541
1206,499
1206,352
1206,512
1206,244
1206,104
1206,277
1206,151
1206,51
1206,113
1206,547
1206,58
1206,124
1206,5
1206,528
1206,50
1206,155
1206,437
1206,4
1206,280
1206,733
1206,305
1206,432
1206,27
1206,189
1206,92
1206,538
1206,134
1206,788
1206,273
1206,132
1206,214
1206,164
1206,167
1206,315
1206,145
1206,38
1206,41
1206,168
1206,376
1206,171
1206,381
1206,221
1206,62
1206,210
1206,68
1206,259
1206,264
1206,15
1206,148
1206,23
1206,711
1206,714
1206,64
1206,209
1206,1158
1206,741
1206,755
1206,105
1206,48
1206,26
1206,217
1207,84
1207,97
1207,321
1207,283
1207,499
1207,104
1207,113
1207,15
1208,218
1208,84
1208,587
1208,22
1208,186
1208,385
1208,246
1208,60
1208,7
1208,96
1208,44
1208,499
1208,547
1208,58
1208,0
1208,124
1208,5
1208,127
1208,213
1208,305
1208,273
1208,41
1208,168
1208,13
1208,210
1208,15
1208,19
1208,711
1208,64
1208,209
1208,743
1208,183
1208,766
1208,26
1208,217
1209,97
1209,160
1209,78
1209,44
1209,512
1209,113
1209,124
1209,5
1209,127
1209,528
1209,155
1209,213
1209,733
1209,132
1209,145
1209,714
1209,209
1209,217
1210,218
1210,184
1210,84
1210,97
1210,40
1210,116
1210,123
1210,587
1210,128
1210,22
1210,611
1210,321
1210,9
1210,662
1210,160
1210,78
1210,246
1210,283
1210,60
1210,515
1210,96
1210,44
1210,499
1210,244
1210,104
1210,151
1210,51
1210,199
1210,58
1210,0
1210,124
1210,5
1210,528
1210,642
1210,155
1210,213
1210,669
1210,177
1210,280
1210,733
1210,27
1210,189
1210,538
1210,132
1210,214
1210,290
1210,164
1210,167
1210,315
1210,376
1210,171
1210,381
1210,221
1210,62
1210,13
1210,210
1210,68
1210,259
1210,148
1210,23
1210,714
1210,64
1210,67
1210,209
1210,1158
1210,741
1210,317
1210,743
1210,434
1210,105
1210,48
1210,766
1210,26
1210,217
1211,246
1211,512
1211,244
1211,51
1211,27
1211,259
1211,67
1212,321
1212,662
1212,156
1212,164
1212,38
1212,171
1212,1158
1213,662
1213,44
1213,531
1213,741
1213,743
1213,105
1214,237
1214,97
1214,40
1214,22
1214,611
1214,662
1214,60
1214,96
1214,44
1214,244
1214,104
1214,113
1214,124
1214,5
1214,528
1214,50
1214,643
1214,155
1214,733
1214,189
1214,538
1214,132
1214,214
1214,315
1214,376
1214,381
1214,62
1214,23
1214,714
1214,64
1214,209
1214,317
1214,743
1214,48
1214,26
1214,217
1215,218
1215,97
1215,123
1215,587
1215,611
1215,186
1215,662
1215,160
1215,246
1215,156
1215,96
1215,44
1215,541
1215,244
1215,151
1215,206
1215,113
1215,199
1215,58
1215,0
1215,124
1215,5
1215,127
1215,528
1215,643
1215,213
1215,669
1215,189
1215,92
1215,132
1215,214
1215,171
1215,210
1215,68
1215,259
1215,23
1215,711
1215,714
1215,67
1215,209
1215,1158
1215,741
1215,743
1215,434
1215,48
1215,217
1216,184
1216,420
1216,9
1216,44
1216,499
1216,104
1216,113
1216,199
1216,58
1216,5
1216,127
1216,669
1216,189
1216,92
1216,132
1216,41
1216,381
1216,210
1216,68
1216,531
1216,434
1216,217
1217,218
1217,184
1217,97
1217,116
1217,123
1217,128
1217,611
1217,662
1217,160
1217,385
1217,78
1217,246
1217,283
1217,3
1217,60
1217,7
1217,244
1217,104
1217,51
1217,113
1217,0
1217,124
1217,127
1217,528
1217,50
1217,155
1217,669
1217,177
1217,280
