,H_ratio,M_ratio,T_ratio
2253,0.419354839,0.483870968,0.096774194
4402,0.419354839,0.516129032,0.064516129
377,0.419117647,0.551470588,0.029411765
2522,0.418918919,0.527027027,0.054054054
5648,0.418803419,0.555555556,0.025641026
2435,0.418803419,0.547008547,0.034188034
912,0.418604651,0.558139535,0.023255814
2510,0.418604651,0.488372093,0.093023256
2313,0.418604651,0.558139535,0.023255814
5034,0.418439716,0.503546099,0.078014184
5879,0.418181818,0.545454545,0.036363636
3130,0.417910448,0.447761194,0.134328358
729,0.417808219,0.54109589,0.04109589
514,0.417721519,0.481012658,0.101265823
1555,0.417721519,0.506329114,0.075949367
3674,0.417582418,0.494505495,0.087912088
5935,0.416666667,0.5,0.083333333
5102,0.416666667,0.569444444,0.013888889
6027,0.416666667,0.527777778,0.055555556
5339,0.416666667,0.564814815,0.018518519
3322,0.416666667,0.583333333,0
4164,0.416666667,0.5,0.083333333
4860,0.416666667,0.458333333,0.125
573,0.416666667,0.416666667,0.166666667
3701,0.416666667,0.535714286,0.047619048
5799,0.416666667,0.5,0.083333333
1296,0.416666667,0.5625,0.020833333
2716,0.416666667,0.583333333,0
80,0.416666667,0.5625,0.020833333
4565,0.416666667,0.472222222,0.111111111
3134,0.415841584,0.514851485,0.069306931
1961,0.415730337,0.516853933,0.06741573
1629,0.415384615,0.538461538,0.046153846
811,0.415384615,0.538461538,0.046153846
1403,0.415384615,0.507692308,0.076923077
3092,0.41509434,0.471698113,0.113207547
1857,0.414634146,0.43902439,0.146341463
2240,0.414141414,0.545454545,0.04040404
5813,0.413793103,0.540229885,0.045977011
4376,0.413793103,0.534482759,0.051724138
4403,0.413793103,0.505747126,0.08045977
5898,0.413793103,0.551724138,0.034482759
2511,0.413793103,0.448275862,0.137931034
3397,0.413793103,0.448275862,0.137931034
545,0.413793103,0.482758621,0.103448276
2070,0.413461538,0.538461538,0.048076923
682,0.413333333,0.52,0.066666667
1027,0.413043478,0.5,0.086956522
3350,0.413043478,0.543478261,0.043478261
5425,0.413043478,0.456521739,0.130434783
4817,0.413043478,0.456521739,0.130434783
762,0.413043478,0.543478261,0.043478261
4251,0.412371134,0.556701031,0.030927835
2019,0.411764706,0.5,0.088235294
248,0.411764706,0.529411765,0.058823529
4052,0.411764706,0.5,0.088235294
5660,0.411764706,0.5,0.088235294
215,0.411764706,0.588235294,0
443,0.411764706,0.529411765,0.058823529
6031,0.411764706,0.392156863,0.196078431
962,0.411764706,0.470588235,0.117647059
2460,0.411764706,0.470588235,0.117647059
5906,0.411290323,0.532258065,0.056451613
4739,0.411214953,0.485981308,0.102803738
5128,0.410526316,0.526315789,0.063157895
6024,0.410526316,0.536842105,0.052631579
5179,0.41025641,0.487179487,0.102564103
908,0.41025641,0.512820513,0.076923077
145,0.41025641,0.512820513,0.076923077
2046,0.409638554,0.493975904,0.096385542
4431,0.409090909,0.431818182,0.159090909
417,0.409090909,0.590909091,0
197,0.409090909,0.5,0.090909091
2467,0.409090909,0.409090909,0.181818182
4881,0.409090909,0.545454545,0.045454545
1416,0.409090909,0.545454545,0.045454545
5877,0.409090909,0.5,0.090909091
5465,0.409090909,0.454545455,0.136363636
4935,0.409090909,0.5,0.090909091
4665,0.409090909,0.409090909,0.181818182
1827,0.408163265,0.489795918,0.102040816
359,0.408163265,0.551020408,0.040816327
1047,0.407894737,0.513157895,0.078947368
64,0.407407407,0.555555556,0.037037037
427,0.407407407,0.592592593,0
2193,0.407407407,0.592592593,0
1464,0.407407407,0.537037037,0.055555556
4833,0.407407407,0.518518519,0.074074074
3905,0.407407407,0.543209877,0.049382716
3925,0.407407407,0.527777778,0.064814815
2563,0.407407407,0.296296296,0.296296296
4320,0.407407407,0.543209877,0.049382716
3886,0.406593407,0.571428571,0.021978022
3593,0.40625,0.46875,0.125
885,0.40625,0.484375,0.109375
423,0.40625,0.53125,0.0625
5818,0.40625,0.4375,0.15625
1718,0.40625,0.5625,0.03125
4629,0.40625,0.5,0.09375
144,0.40625,0.5625,0.03125
1940,0.40625,0.546875,0.046875
5629,0.405940594,0.475247525,0.118811881
2360,0.405405405,0.486486486,0.108108108
3466,0.405405405,0.540540541,0.054054054
3120,0.405405405,0.567567568,0.027027027
2487,0.405405405,0.567567568,0.027027027
4777,0.405405405,0.513513514,0.081081081
5057,0.405405405,0.486486486,0.108108108
1430,0.405172414,0.465517241,0.129310345
1498,0.405172414,0.517241379,0.077586207
5189,0.404761905,0.547619048,0.047619048
2430,0.404761905,0.523809524,0.071428571
2297,0.404761905,0.523809524,0.071428571
4020,0.404761905,0.55952381,0.035714286
4368,0.404580153,0.549618321,0.045801527
1149,0.404494382,0.573033708,0.02247191
3617,0.404255319,0.510638298,0.085106383
4012,0.404255319,0.404255319,0.191489362
2762,0.404255319,0.574468085,0.021276596
3553,0.404255319,0.574468085,0.021276596
4586,0.403846154,0.596153846,0
5646,0.403846154,0.538461538,0.057692308
3671,0.403846154,0.596153846,0
241,0.403508772,0.526315789,0.070175439
4035,0.403508772,0.456140351,0.140350877
1082,0.403508772,0.526315789,0.070175439
496,0.403361345,0.487394958,0.109243697
2607,0.403225806,0.483870968,0.112903226
819,0.403225806,0.580645161,0.016129032
4095,0.403225806,0.548387097,0.048387097
2974,0.403225806,0.540322581,0.056451613
5382,0.402985075,0.537313433,0.059701493
4840,0.402777778,0.486111111,0.111111111
4689,0.402777778,0.541666667,0.055555556
5445,0.402684564,0.55704698,0.040268456
5276,0.402597403,0.454545455,0.142857143
5937,0.401960784,0.490196078,0.107843137
28,0.401869159,0.514018692,0.08411215
5342,0.401785714,0.544642857,0.053571429
1320,0.401709402,0.564102564,0.034188034
1871,0.401709402,0.547008547,0.051282051
611,0.401515152,0.53030303,0.068181818
2480,0.4,0.511111111,0.088888889
2160,0.4,0.55,0.05
2027,0.4,0.495238095,0.104761905
5904,0.4,0.6,0
5078,0.4,0.6,0
3883,0.4,0.45,0.15
784,0.4,0.466666667,0.133333333
3022,0.4,0.546666667,0.053333333
3820,0.4,0.555555556,0.044444444
5134,0.4,0.526315789,0.073684211
3785,0.4,0.514285714,0.085714286
428,0.4,0.5,0.1
1093,0.4,0.571428571,0.028571429
5415,0.4,0.472727273,0.127272727
4047,0.4,0.555555556,0.044444444
5274,0.4,0.44,0.16
3496,0.4,0.6,0
3494,0.4,0.485714286,0.114285714
5308,0.4,0.575,0.025
3392,0.4,0.333333333,0.266666667
488,0.4,0.44,0.16
3376,0.4,0.45,0.15
1662,0.4,0.48,0.12
3222,0.4,0.4,0.2
530,0.4,0.533333333,0.066666667
932,0.4,0.45,0.15
3249,0.4,0.492307692,0.107692308
3252,0.4,0.514285714,0.085714286
3347,0.4,0.377777778,0.222222222
2879,0.4,0.6,0
5773,0.4,0.533333333,0.066666667
370,0.4,0.566666667,0.033333333
4776,0.4,0.56,0.04
4419,0.4,0.5,0.1
2578,0.4,0.485714286,0.114285714
4545,0.4,0.566666667,0.033333333
4405,0.4,0.555555556,0.044444444
5533,0.4,0.4,0.2
4398,0.4,0.5,0.1
5743,0.4,0.566666667,0.033333333
4590,0.4,0.48,0.12
2839,0.4,0.6,0
4393,0.4,0.5,0.1
2274,0.4,0.475,0.125
2552,0.4,0.55,0.05
2243,0.4,0.483333333,0.116666667
2732,0.4,0.577777778,0.022222222
2741,0.4,0.542857143,0.057142857
708,0.4,0.5,0.1
4913,0.4,0.444444444,0.155555556
2815,0.4,0.490909091,0.109090909
4109,0.4,0.44,0.16
2821,0.4,0.533333333,0.066666667
2189,0.4,0.485714286,0.114285714
2830,0.4,0.541176471,0.058823529
362,0.4,0.509090909,0.090909091
5694,0.4,0.48,0.12
921,0.398734177,0.563291139,0.037974684
2787,0.398550725,0.557971014,0.043478261
342,0.398373984,0.569105691,0.032520325
5187,0.398305085,0.559322034,0.042372881
4617,0.397260274,0.534246575,0.068493151
3840,0.397058824,0.573529412,0.029411765
2695,0.396825397,0.555555556,0.047619048
1400,0.396551724,0.586206897,0.017241379
526,0.396551724,0.448275862,0.155172414
1789,0.396551724,0.482758621,0.120689655
3145,0.396396396,0.495495495,0.108108108
2374,0.396226415,0.553459119,0.050314465
5264,0.396226415,0.572327044,0.031446541
1,0.396226415,0.547169811,0.056603774
257,0.396226415,0.528301887,0.075471698
1644,0.395833333,0.541666667,0.0625
4966,0.395833333,0.541666667,0.0625
2949,0.395833333,0.479166667,0.125
1486,0.395833333,0.479166667,0.125
3684,0.395683453,0.539568345,0.064748201
4099,0.395348837,0.511627907,0.093023256
1818,0.395348837,0.558139535,0.046511628
30,0.395348837,0.372093023,0.23255814
3954,0.395348837,0.558139535,0.046511628
633,0.395348837,0.418604651,0.186046512
6026,0.395061728,0.555555556,0.049382716
5427,0.395061728,0.530864198,0.074074074
3812,0.394736842,0.587719298,0.01754386
394,0.394736842,0.578947368,0.026315789
5740,0.394736842,0.539473684,0.065789474
2642,0.394366197,0.591549296,0.014084507
2391,0.394366197,0.450704225,0.154929577
3424,0.394366197,0.535211268,0.070422535
4967,0.394230769,0.509615385,0.096153846
606,0.393939394,0.484848485,0.121212121
3554,0.393939394,0.545454545,0.060606061
5436,0.393939394,0.545454545,0.060606061
5154,0.393939394,0.606060606,0
290,0.393939394,0.545454545,0.060606061
2594,0.393617021,0.489361702,0.117021277
3141,0.393442623,0.573770492,0.032786885
1773,0.393442623,0.459016393,0.147540984
529,0.393442623,0.549180328,0.057377049
5668,0.393258427,0.505617978,0.101123596
275,0.393258427,0.561797753,0.04494382
4173,0.392857143,0.482142857,0.125
685,0.392857143,0.571428571,0.035714286
2254,0.392857143,0.547619048,0.05952381
1225,0.392857143,0.571428571,0.035714286
1319,0.392857143,0.5,0.107142857
5030,0.392857143,0.5,0.107142857
3960,0.392857143,0.571428571,0.035714286
480,0.392523364,0.514018692,0.093457944
450,0.392156863,0.588235294,0.019607843
4794,0.392156863,0.539215686,0.068627451
2515,0.392156863,0.568627451,0.039215686
418,0.392156863,0.607843137,0
289,0.391891892,0.527027027,0.081081081
2022,0.391752577,0.572164948,0.036082474
4841,0.391304348,0.554347826,0.054347826
2040,0.391304348,0.47826087,0.130434783
439,0.391304348,0.576086957,0.032608696
5499,0.391304348,0.565217391,0.043478261
592,0.391304348,0.47826087,0.130434783
4492,0.391304348,0.391304348,0.217391304
4703,0.391304348,0.565217391,0.043478261
207,0.391304348,0.391304348,0.217391304
3011,0.391304348,0.543478261,0.065217391
2152,0.391304348,0.565217391,0.043478261
1596,0.391304348,0.434782609,0.173913043
3254,0.391304348,0.52173913,0.086956522
2553,0.391304348,0.608695652,0
3317,0.390909091,0.554545455,0.054545455
792,0.390804598,0.517241379,0.091954023
5823,0.39047619,0.523809524,0.085714286
701,0.390243902,0.548780488,0.06097561
3854,0.390243902,0.573170732,0.036585366
3016,0.390243902,0.56097561,0.048780488
1048,0.390243902,0.536585366,0.073170732
5688,0.39,0.58,0.03
3157,0.389937107,0.559748428,0.050314465
1148,0.389830508,0.576271186,0.033898305
5072,0.389830508,0.559322034,0.050847458
2281,0.38961039,0.597402597,0.012987013
2404,0.389473684,0.6,0.010526316
4101,0.389473684,0.473684211,0.136842105
888,0.388888889,0.527777778,0.083333333
1575,0.388888889,0.574074074,0.037037037
1725,0.388888889,0.472222222,0.138888889
2905,0.388888889,0.579365079,0.031746032
1049,0.388888889,0.555555556,0.055555556
5748,0.388888889,0.537037037,0.074074074
4876,0.388888889,0.583333333,0.027777778
3115,0.388888889,0.555555556,0.055555556
3580,0.388888889,0.513888889,0.097222222
1852,0.388888889,0.5,0.111111111
25,0.388235294,0.505882353,0.105882353
1822,0.388059701,0.537313433,0.074626866
1738,0.388059701,0.537313433,0.074626866
469,0.387755102,0.530612245,0.081632653
4444,0.3875,0.5375,0.075
3653,0.387387387,0.54954955,0.063063063
5846,0.387096774,0.532258065,0.080645161
5214,0.387096774,0.516129032,0.096774194
2927,0.387096774,0.612903226,0
3146,0.387096774,0.548387097,0.064516129
5695,0.387096774,0.580645161,0.032258065
5495,0.387096774,0.580645161,0.032258065
2387,0.387096774,0.5,0.112903226
39,0.387096774,0.516129032,0.096774194
5624,0.386554622,0.521008403,0.092436975
5143,0.386554622,0.546218487,0.067226891
5169,0.386554622,0.579831933,0.033613445
3153,0.386363636,0.431818182,0.181818182
2979,0.386363636,0.5,0.113636364
4132,0.386363636,0.568181818,0.045454545
3058,0.386206897,0.565517241,0.048275862
5791,0.386138614,0.524752475,0.089108911
5485,0.385964912,0.605263158,0.00877193
2341,0.385964912,0.561403509,0.052631579
4170,0.385542169,0.554216867,0.060240964
2898,0.385321101,0.495412844,0.119266055
4316,0.384615385,0.615384615,0
2524,0.384615385,0.615384615,0
3448,0.384615385,0.576923077,0.038461538
2354,0.384615385,0.569230769,0.046153846
66,0.384615385,0.423076923,0.192307692
5534,0.384615385,0.492307692,0.123076923
771,0.384615385,0.538461538,0.076923077
2523,0.384615385,0.584615385,0.030769231
313,0.384615385,0.5,0.115384615
4988,0.384615385,0.423076923,0.192307692
5815,0.384615385,0.474358974,0.141025641
1014,0.384615385,0.564102564,0.051282051
4686,0.384615385,0.571428571,0.043956044
2951,0.384615385,0.538461538,0.076923077
4646,0.384615385,0.435897436,0.179487179
3706,0.384615385,0.525641026,0.08974359
1932,0.384615385,0.5,0.115384615
1906,0.384615385,0.461538462,0.153846154
4232,0.384615385,0.576923077,0.038461538
1350,0.383928571,0.553571429,0.0625
884,0.383838384,0.484848485,0.131313131
5844,0.38372093,0.546511628,0.069767442
5829,0.383561644,0.534246575,0.082191781
1090,0.383561644,0.561643836,0.054794521
5632,0.383333333,0.583333333,0.033333333
2770,0.382978723,0.574468085,0.042553191
3702,0.382978723,0.510638298,0.106382979
5451,0.382978723,0.5,0.117021277
3740,0.382978723,0.489361702,0.127659574
5071,0.382716049,0.518518519,0.098765432
2146,0.382352941,0.568627451,0.049019608
88,0.382352941,0.573529412,0.044117647
4462,0.382352941,0.5,0.117647059
1944,0.382352941,0.514705882,0.102941176
852,0.382352941,0.588235294,0.029411765
3008,0.382352941,0.588235294,0.029411765
2492,0.382022472,0.539325843,0.078651685
212,0.381818182,0.527272727,0.090909091
3867,0.380952381,0.571428571,0.047619048
318,0.380952381,0.571428571,0.047619048
3176,0.380952381,0.523809524,0.095238095
3188,0.380952381,0.333333333,0.285714286
3489,0.380952381,0.571428571,0.047619048
5715,0.380952381,0.476190476,0.142857143
5009,0.380952381,0.555555556,0.063492063
1751,0.380952381,0.571428571,0.047619048
5863,0.380952381,0.380952381,0.238095238
844,0.380952381,0.464285714,0.154761905
5456,0.380952381,0.571428571,0.047619048
1459,0.380952381,0.523809524,0.095238095
1070,0.380952381,0.571428571,0.047619048
1523,0.380434783,0.597826087,0.02173913
3890,0.38028169,0.521126761,0.098591549
239,0.38028169,0.549295775,0.070422535
3758,0.38,0.52,0.1
4455,0.38,0.48,0.14
3003,0.379746835,0.569620253,0.050632911
956,0.37962963,0.509259259,0.111111111
3172,0.37962963,0.509259259,0.111111111
5497,0.379310345,0.55862069,0.062068966
815,0.379310345,0.551724138,0.068965517
282,0.379310345,0.551724138,0.068965517
2115,0.379310345,0.517241379,0.103448276
3276,0.379310345,0.413793103,0.206896552
1668,0.379310345,0.551724138,0.068965517
2653,0.379310345,0.551724138,0.068965517
993,0.379310345,0.362068966,0.25862069
3795,0.379310345,0.344827586,0.275862069
2425,0.379310345,0.517241379,0.103448276
683,0.379310345,0.448275862,0.172413793
1201,0.378787879,0.575757576,0.045454545
5778,0.378787879,0.545454545,0.075757576
4744,0.378787879,0.53030303,0.090909091
3904,0.378640777,0.504854369,0.116504854
1011,0.378378378,0.513513514,0.108108108
3235,0.378378378,0.594594595,0.027027027
3549,0.378378378,0.513513514,0.108108108
4603,0.378378378,0.594594595,0.027027027
5592,0.377952756,0.559055118,0.062992126
4059,0.377777778,0.533333333,0.088888889
485,0.377777778,0.577777778,0.044444444
5303,0.377777778,0.533333333,0.088888889
3817,0.377358491,0.509433962,0.113207547
736,0.377192982,0.561403509,0.061403509
105,0.37704918,0.557377049,0.06557377
2228,0.37704918,0.557377049,0.06557377
4147,0.37704918,0.524590164,0.098360656
5785,0.376923077,0.584615385,0.038461538
4540,0.376811594,0.565217391,0.057971014
2561,0.376623377,0.571428571,0.051948052
2142,0.376623377,0.558441558,0.064935065
4509,0.376190476,0.585714286,0.038095238
2809,0.376146789,0.577981651,0.04587156
2068,0.376,0.592,0.032
5706,0.375757576,0.581818182,0.042424242
5598,0.375,0.534722222,0.090277778
5610,0.375,0.55,0.075
3204,0.375,0.604166667,0.020833333
1443,0.375,0.575,0.05
2780,0.375,0.55,0.075
1997,0.375,0.55,0.075
5357,0.375,0.5625,0.0625
4632,0.375,0.5,0.125
3421,0.375,0.458333333,0.166666667
3419,0.375,0.575,0.05
3244,0.375,0.458333333,0.166666667
5760,0.375,0.40625,0.21875
2920,0.375,0.541666667,0.083333333
322,0.375,0.5,0.125
3711,0.375,0.568181818,0.056818182
3755,0.375,0.5,0.125
4300,0.375,0.625,0
5119,0.375,0.5,0.125
2505,0.375,0.53125,0.09375
5212,0.375,0.45,0.175
3921,0.375,0.597222222,0.027777778
2984,0.375,0.5,0.125
24,0.375,0.573529412,0.051470588
3788,0.375,0.541666667,0.083333333
3783,0.375,0.541666667,0.083333333
51,0.375,0.45,0.175
5866,0.375,0.4375,0.1875
3761,0.374269006,0.596491228,0.029239766
1866,0.374100719,0.589928058,0.035971223
3605,0.373913043,0.504347826,0.12173913
5953,0.373626374,0.56043956,0.065934066
2993,0.373493976,0.578313253,0.048192771
4835,0.373493976,0.518072289,0.108433735
3686,0.373333333,0.546666667,0.08
332,0.373134328,0.52238806,0.104477612
360,0.373134328,0.552238806,0.074626866
1365,0.373134328,0.567164179,0.059701493
56,0.373134328,0.597014925,0.029850746
954,0.373015873,0.571428571,0.055555556
5298,0.372881356,0.610169492,0.016949153
5353,0.372881356,0.610169492,0.016949153
323,0.372881356,0.550847458,0.076271186
87,0.372881356,0.457627119,0.169491525
4317,0.37254902,0.529411765,0.098039216
220,0.37254902,0.529411765,0.098039216
3947,0.37254902,0.607843137,0.019607843
5141,0.372093023,0.581395349,0.046511628
5639,0.372093023,0.511627907,0.11627907
2603,0.372093023,0.604651163,0.023255814
6020,0.372093023,0.441860465,0.186046512
5437,0.371794872,0.596153846,0.032051282
1946,0.371794872,0.5,0.128205128
3077,0.371794872,0.58974359,0.038461538
5832,0.371794872,0.487179487,0.141025641
2917,0.371428571,0.514285714,0.114285714
1167,0.371428571,0.457142857,0.171428571
381,0.371428571,0.542857143,0.085714286
5315,0.371428571,0.485714286,0.142857143
5217,0.371212121,0.568181818,0.060606061
1458,0.371134021,0.515463918,0.113402062
1819,0.370689655,0.517241379,0.112068966
5757,0.370689655,0.612068966,0.017241379
5254,0.37037037,0.592592593,0.037037037
3187,0.37037037,0.518518519,0.111111111
599,0.37037037,0.555555556,0.074074074
1190,0.37037037,0.592592593,0.037037037
283,0.37037037,0.518518519,0.111111111
5455,0.37037037,0.525925926,0.103703704
