,H_ratio,M_raio,T_ratio
5627,0.12392638,0.640490798,0.235582822
3727,0.123913043,0.623913043,0.252173913
4305,0.123906706,0.575801749,0.300291545
3576,0.123844732,0.622920518,0.25323475
4252,0.123809524,0.695238095,0.180952381
296,0.12371134,0.608247423,0.268041237
2811,0.12345679,0.444444444,0.432098765
2498,0.123376623,0.590909091,0.285714286
3191,0.123152709,0.647783251,0.229064039
1736,0.123076923,0.553846154,0.323076923
1926,0.123076923,0.574358974,0.302564103
1337,0.123076923,0.630769231,0.246153846
461,0.123046875,0.609375,0.267578125
1726,0.123036649,0.623036649,0.253926702
173,0.122994652,0.479500891,0.397504456
1377,0.122840691,0.627639155,0.249520154
53,0.122807018,0.606725146,0.270467836
1749,0.122775801,0.544483986,0.332740214
2753,0.122772277,0.596039604,0.281188119
2012,0.122749591,0.59410802,0.28314239
1781,0.122641509,0.603773585,0.273584906
4212,0.122580645,0.632258065,0.24516129
473,0.12244898,0.612244898,0.265306122
4016,0.122418879,0.59439528,0.283185841
5990,0.122377622,0.653846154,0.223776224
1284,0.122287968,0.573964497,0.303747535
1164,0.122270742,0.515283843,0.362445415
670,0.122222222,0.433333333,0.444444444
3690,0.122194514,0.598503741,0.279301746
3013,0.122055675,0.618843683,0.259100642
319,0.122052705,0.589459085,0.288488211
4896,0.12195122,0.317073171,0.56097561
2632,0.12195122,0.682926829,0.195121951
5268,0.121900826,0.659090909,0.219008264
1434,0.121863799,0.548387097,0.329749104
4284,0.121794872,0.66025641,0.217948718
721,0.121621622,0.615615616,0.262762763
3949,0.121621622,0.675675676,0.202702703
4697,0.121621622,0.5,0.378378378
3478,0.121621622,0.540540541,0.337837838
5888,0.121555916,0.643435981,0.235008104
2109,0.121495327,0.552736983,0.32576769
78,0.121428571,0.635714286,0.242857143
2010,0.121418827,0.593451569,0.285129604
1722,0.121359223,0.40776699,0.470873786
1111,0.121212121,0.515151515,0.363636364
5979,0.121212121,0.636363636,0.242424242
5530,0.121165644,0.569018405,0.309815951
1632,0.12109375,0.6171875,0.26171875
5492,0.121052632,0.55,0.328947368
3491,0.121045392,0.594222834,0.284731774
2878,0.120863309,0.620143885,0.258992806
2211,0.120805369,0.677852349,0.201342282
1935,0.120689655,0.431034483,0.448275862
1068,0.120603015,0.601340034,0.278056951
4981,0.120521173,0.586319218,0.293159609
5524,0.120481928,0.65060241,0.228915663
1383,0.120437956,0.639902676,0.239659367
4055,0.12039312,0.636363636,0.243243243
1194,0.1201849,0.62403698,0.25577812
5069,0.12,0.64,0.24
348,0.12,0.69,0.19
75,0.12,0.48,0.4
1354,0.119883041,0.576023392,0.304093567
4139,0.11965812,0.584045584,0.296296296
3272,0.119617225,0.651913876,0.2284689
5362,0.119565217,0.445652174,0.434782609
1051,0.119489559,0.606728538,0.273781903
660,0.119487909,0.627311522,0.253200569
5614,0.119474313,0.654719235,0.225806452
1052,0.119402985,0.641791045,0.23880597
3584,0.119402985,0.71641791,0.164179104
2130,0.119402985,0.358208955,0.52238806
2026,0.119266055,0.47706422,0.403669725
1631,0.119230769,0.580769231,0.3
245,0.119109948,0.657068063,0.22382199
4084,0.119047619,0.56547619,0.31547619
3015,0.119047619,0.357142857,0.523809524
482,0.118787879,0.659393939,0.221818182
869,0.118764846,0.553444181,0.327790974
5046,0.118663594,0.646313364,0.235023041
710,0.118644068,0.639548023,0.24180791
2635,0.118644068,0.542372881,0.338983051
563,0.11849711,0.578034682,0.303468208
1128,0.118473896,0.608433735,0.273092369
1845,0.118181818,0.618181818,0.263636364
1078,0.118110236,0.57480315,0.307086614
203,0.118110236,0.566929134,0.31496063
3842,0.118086697,0.587443946,0.294469357
2986,0.118055556,0.575,0.306944444
2088,0.117913832,0.562358277,0.319727891
1465,0.117839607,0.623567921,0.258592471
3675,0.11778563,0.634864547,0.247349823
2825,0.117647059,0.533936652,0.34841629
3707,0.117647059,0.666666667,0.215686275
3988,0.117647059,0.573529412,0.308823529
4031,0.117647059,0.588235294,0.294117647
3804,0.117647059,0.465240642,0.417112299
5123,0.117647059,0.68627451,0.196078431
5511,0.117403315,0.636740331,0.245856354
2015,0.117386489,0.579180509,0.303433001
4682,0.117346939,0.591836735,0.290816327
4238,0.117216117,0.610500611,0.272283272
2724,0.117073171,0.653658537,0.229268293
4360,0.116935484,0.528225806,0.35483871
4658,0.116906475,0.580935252,0.302158273
3823,0.116903633,0.60821485,0.274881517
97,0.116883117,0.564935065,0.318181818
5340,0.11682243,0.537383178,0.345794393
4088,0.11662531,0.516129032,0.367245658
5394,0.116607774,0.595995289,0.287396938
910,0.116564417,0.650306748,0.233128834
5755,0.116504854,0.582524272,0.300970874
2507,0.116414435,0.611175786,0.272409779
1173,0.11634349,0.573407202,0.310249307
325,0.11627907,0.697674419,0.186046512
4285,0.11627907,0.612403101,0.271317829
5622,0.11627907,0.73255814,0.151162791
1931,0.11627907,0.639534884,0.244186047
1203,0.116059379,0.645074224,0.238866397
3477,0.115942029,0.550724638,0.333333333
4085,0.115802171,0.610373945,0.273823884
2529,0.115763547,0.633004926,0.251231527
699,0.115727003,0.488130564,0.396142433
1266,0.115702479,0.506887052,0.377410468
3834,0.115658363,0.613879004,0.270462633
2067,0.115577889,0.587939698,0.296482412
195,0.115571776,0.552311436,0.332116788
4312,0.115515289,0.60815402,0.276330691
3367,0.115492958,0.456338028,0.428169014
5605,0.11548913,0.618206522,0.266304348
3084,0.115384615,0.448717949,0.435897436
2577,0.115384615,0.711538462,0.173076923
3821,0.115226337,0.510288066,0.374485597
5153,0.115217391,0.606521739,0.27826087
494,0.115183246,0.623036649,0.261780105
1916,0.115089514,0.549872123,0.335038363
3705,0.11489899,0.616161616,0.268939394
3507,0.114842904,0.596966414,0.288190683
5026,0.114416476,0.643020595,0.242562929
3201,0.114349776,0.598654709,0.286995516
3962,0.114285714,0.614285714,0.271428571
3144,0.114285714,0.771428571,0.114285714
3198,0.114285714,0.59047619,0.295238095
2123,0.114285714,0.542857143,0.342857143
1764,0.114192496,0.577487765,0.308319739
1897,0.114155251,0.537290715,0.348554033
3934,0.113798009,0.574679943,0.311522048
1832,0.113636364,0.5,0.386363636
3171,0.113636364,0.537878788,0.348484848
5961,0.113636364,0.603896104,0.282467532
1026,0.113636364,0.5,0.386363636
2676,0.113537118,0.598253275,0.288209607
3677,0.113475177,0.609929078,0.276595745
5302,0.113445378,0.579831933,0.306722689
3979,0.113402062,0.628865979,0.257731959
3486,0.113402062,0.690721649,0.195876289
759,0.113402062,0.587628866,0.298969072
4354,0.113385827,0.609448819,0.277165354
3589,0.113372093,0.623546512,0.263081395
216,0.113350126,0.585642317,0.301007557
3999,0.113207547,0.617250674,0.269541779
5948,0.113065327,0.565326633,0.32160804
531,0.113033449,0.582468281,0.30449827
3945,0.11299435,0.662900188,0.224105461
3308,0.11299435,0.577683616,0.309322034
3807,0.112970711,0.512552301,0.374476987
4140,0.11292517,0.647619048,0.239455782
4296,0.112903226,0.725806452,0.161290323
1646,0.112903226,0.548387097,0.338709677
3793,0.112781955,0.466165414,0.421052632
3049,0.112676056,0.605633803,0.281690141
3519,0.112612613,0.57957958,0.307807808
5459,0.112359551,0.52247191,0.365168539
3626,0.112280702,0.596491228,0.29122807
5916,0.112215909,0.532670455,0.355113636
390,0.112149533,0.425233645,0.462616822
1741,0.112121212,0.551515152,0.336363636
3610,0.112068966,0.501436782,0.386494253
3026,0.112044818,0.571428571,0.316526611
1096,0.111940299,0.567164179,0.320895522
3985,0.111782477,0.383685801,0.504531722
1835,0.111688312,0.596103896,0.292207792
4343,0.111627907,0.71627907,0.172093023
2743,0.111617312,0.608200456,0.280182232
5878,0.111480865,0.582362729,0.306156406
2181,0.11147541,0.583606557,0.304918033
5728,0.111455108,0.619195046,0.269349845
1447,0.111111111,0.624242424,0.264646465
2343,0.111111111,0.611111111,0.277777778
2665,0.111111111,0.597826087,0.291062802
2441,0.111111111,0.666666667,0.222222222
61,0.111111111,0.583333333,0.305555556
5467,0.111111111,0.703703704,0.185185185
5006,0.111111111,0.511111111,0.377777778
1647,0.111111111,0.595238095,0.293650794
1042,0.111111111,0.666666667,0.222222222
5981,0.110714286,0.614285714,0.275
6025,0.110701107,0.579335793,0.3099631
3689,0.110619469,0.654867257,0.234513274
5378,0.110497238,0.574585635,0.314917127
5256,0.11030303,0.650909091,0.238787879
3197,0.110294118,0.573529412,0.316176471
4425,0.110278373,0.624197002,0.265524625
4404,0.110215054,0.591397849,0.298387097
327,0.110169492,0.504237288,0.38559322
4482,0.109974425,0.613810742,0.276214834
1880,0.109947644,0.656544503,0.233507853
1050,0.109929078,0.627659574,0.262411348
1671,0.109717868,0.539184953,0.351097179
5393,0.10952381,0.571428571,0.319047619
5262,0.109375,0.546875,0.34375
2024,0.109375,0.64453125,0.24609375
1645,0.109195402,0.540229885,0.350574713
1958,0.10915493,0.59741784,0.29342723
893,0.109090909,0.681818182,0.209090909
5068,0.109090909,0.654545455,0.236363636
1962,0.108818011,0.570356473,0.320825516
3401,0.108721625,0.622461171,0.268817204
5410,0.108695652,0.586956522,0.304347826
5422,0.108571429,0.708571429,0.182857143
4605,0.108374384,0.522167488,0.369458128
3882,0.108374384,0.571428571,0.320197044
3390,0.108374384,0.591133005,0.300492611
704,0.108108108,0.648648649,0.243243243
285,0.107913669,0.611510791,0.28057554
3067,0.107748184,0.593220339,0.299031477
1676,0.107514451,0.549132948,0.343352601
4448,0.107495069,0.67357002,0.218934911
4984,0.107317073,0.575609756,0.317073171
2279,0.107142857,0.552380952,0.34047619
4955,0.107142857,0.607142857,0.285714286
367,0.107142857,0.75,0.142857143
5680,0.106918239,0.553459119,0.339622642
6016,0.106710671,0.609460946,0.283828383
550,0.106514995,0.627714581,0.265770424
2237,0.106334842,0.610859729,0.28280543
1667,0.106212425,0.605210421,0.288577154
1675,0.10619469,0.557522124,0.336283186
5333,0.106078665,0.586412396,0.307508939
1205,0.105882353,0.635294118,0.258823529
3543,0.105769231,0.375,0.519230769
1883,0.105747126,0.604597701,0.289655172
1768,0.105633803,0.647887324,0.246478873
4048,0.105624143,0.56515775,0.329218107
2962,0.1056,0.5232,0.3712
2304,0.105383734,0.649484536,0.24513173
2829,0.105263158,0.394736842,0.5
2907,0.104829211,0.598351001,0.296819788
2444,0.104761905,0.59047619,0.304761905
4543,0.104761905,0.619047619,0.276190476
352,0.104597701,0.606896552,0.288505747
1912,0.104540655,0.586061246,0.309398099
2934,0.104501608,0.594855305,0.300643087
3771,0.104477612,0.530916844,0.364605544
3311,0.104347826,0.530434783,0.365217391
5567,0.104218362,0.627791563,0.267990074
678,0.104104104,0.575575576,0.32032032
4445,0.104,0.592,0.304
5658,0.104,0.632,0.264
3745,0.103960396,0.623762376,0.272277228
1573,0.103448276,0.413793103,0.482758621
5895,0.103448276,0.637931034,0.25862069
1711,0.103448276,0.413793103,0.482758621
2357,0.103448276,0.793103448,0.103448276
5577,0.103448276,0.655172414,0.24137931
4572,0.103448276,0.524137931,0.372413793
1001,0.103448276,0.456233422,0.440318302
5100,0.103165299,0.58968347,0.307151231
1425,0.102827763,0.542416452,0.354755784
3328,0.102564103,0.512820513,0.384615385
752,0.102539063,0.572265625,0.325195313
1698,0.102403344,0.55276907,0.344827586
4161,0.102396514,0.498910675,0.39869281
4014,0.102222222,0.48,0.417777778
5643,0.102196753,0.620821394,0.276981853
5526,0.102112676,0.637323944,0.26056338
1147,0.102102102,0.423423423,0.474474474
3754,0.101973684,0.625,0.273026316
2116,0.101956746,0.534500515,0.363542739
1737,0.101935484,0.571612903,0.326451613
5812,0.101903695,0.550951848,0.347144457
3762,0.101694915,0.460048426,0.438256659
5080,0.101449275,0.637681159,0.260869565
1212,0.101449275,0.753623188,0.144927536
1733,0.101311085,0.494636472,0.404052443
4979,0.100907029,0.616780045,0.282312925
2710,0.1,0.666666667,0.233333333
2483,0.1,0.528571429,0.371428571
5221,0.1,0.666666667,0.233333333
210,0.1,0.718181818,0.181818182
3168,0.1,0.7,0.2
1123,0.1,0.766666667,0.133333333
5348,0.1,0.58,0.32
4365,0.1,0.55,0.35
2037,0.1,0.55,0.35
2820,0.099552573,0.559284116,0.341163311
4041,0.099526066,0.562796209,0.337677725
673,0.099255583,0.40942928,0.491315136
1687,0.099236641,0.547073791,0.353689567
4647,0.098544233,0.528555431,0.372900336
45,0.097643098,0.569023569,0.333333333
1010,0.097609562,0.601593625,0.300796813
5356,0.097560976,0.536585366,0.365853659
2006,0.097560976,0.634146341,0.268292683
3824,0.097249509,0.576620825,0.326129666
1175,0.097222222,0.611111111,0.291666667
4207,0.097165992,0.570850202,0.331983806
2124,0.097133758,0.576433121,0.326433121
5509,0.097087379,0.504854369,0.398058252
1019,0.096982759,0.572198276,0.330818966
966,0.096969697,0.448484848,0.454545455
6036,0.096846847,0.576576577,0.326576577
4358,0.096774194,0.483870968,0.419354839
2514,0.096774194,0.741935484,0.161290323
3111,0.096774194,0.540322581,0.362903226
5367,0.096663815,0.623609923,0.279726262
524,0.096456693,0.565944882,0.337598425
1285,0.096153846,0.587412587,0.316433566
4185,0.096153846,0.711538462,0.192307692
4497,0.096,0.522,0.382
1626,0.095940959,0.564575646,0.339483395
187,0.095923261,0.508393285,0.395683453
4054,0.095779221,0.592532468,0.311688312
4408,0.095764273,0.541436464,0.362799263
4021,0.095424837,0.602614379,0.301960784
4083,0.095300261,0.614882507,0.289817232
4819,0.095238095,0.538461538,0.366300366
356,0.095238095,0.619047619,0.285714286
4651,0.095238095,0.19047619,0.714285714
3897,0.095238095,0.761904762,0.142857143
1713,0.095238095,0.619047619,0.285714286
4230,0.095238095,0.428571429,0.476190476
5174,0.095238095,0.523809524,0.380952381
1709,0.095238095,0.576190476,0.328571429
1191,0.095238095,0.523809524,0.380952381
3642,0.095238095,0.476190476,0.428571429
4464,0.095238095,0.619047619,0.285714286
5794,0.095238095,0.62585034,0.278911565
881,0.095185996,0.548140044,0.356673961
4940,0.095070423,0.563380282,0.341549296
4430,0.094915254,0.579661017,0.325423729
2167,0.094594595,0.5,0.405405405
2948,0.094339623,0.622641509,0.283018868
4009,0.093851133,0.511326861,0.394822006
4808,0.09371672,0.594249201,0.312034079
3778,0.093517535,0.551540914,0.354941552
5822,0.093333333,0.64,0.266666667
1480,0.093023256,0.651162791,0.255813953
2992,0.093023256,0.558139535,0.348837209
2623,0.092592593,0.574074074,0.333333333
1242,0.092532468,0.456168831,0.451298701
4064,0.092170466,0.583746283,0.324083251
5788,0.092121212,0.52,0.387878788
549,0.092013889,0.594618056,0.313368056
2857,0.091823899,0.544654088,0.363522013
3585,0.091603053,0.564885496,0.34351145
2625,0.091549296,0.528169014,0.38028169
1088,0.090986395,0.579931973,0.329081633
5831,0.090983607,0.610655738,0.298360656
5238,0.090909091,0.590909091,0.318181818
4045,0.090909091,0.363636364,0.545454545
2834,0.090909091,0.5,0.409090909
1477,0.090909091,0.454545455,0.454545455
158,0.090909091,0.636363636,0.272727273
5714,0.090909091,0.656565657,0.252525253
424,0.090538336,0.598694943,0.310766721
2777,0.090285714,0.533714286,0.376
5854,0.090243902,0.570731707,0.33902439
4336,0.090163934,0.663934426,0.245901639
2320,0.09,0.58,0.33
1410,0.08974359,0.423076923,0.487179487
2590,0.089635854,0.504201681,0.406162465
4725,0.089463221,0.591451292,0.319085487
3574,0.089385475,0.547486034,0.363128492
3377,0.089285714,0.613095238,0.297619048
238,0.089147287,0.562015504,0.348837209
3829,0.088807786,0.50486618,0.406326034
1448,0.088631985,0.536608863,0.374759152
3245,0.088607595,0.556962025,0.35443038
1877,0.088435374,0.292517007,0.619047619
4837,0.088414634,0.530487805,0.381097561
3526,0.088357588,0.553014553,0.358627859
5125,0.088235294,0.617647059,0.294117647
5546,0.088235294,0.617647059,0.294117647
3539,0.08812616,0.539888683,0.371985158
1980,0.088095238,0.596825397,0.315079365
3476,0.087943262,0.480851064,0.431205674
3292,0.087326944,0.55484558,0.357827476
731,0.087227414,0.546728972,0.366043614
873,0.087209302,0.552325581,0.360465116
1605,0.087136929,0.536307054,0.376556017
5954,0.087,0.597,0.316
2106,0.086666667,0.502222222,0.411111111
4812,0.086614173,0.598425197,0.31496063
5597,0.086538462,0.432692308,0.480769231
5517,0.086538462,0.426282051,0.487179487
391,0.086419753,0.580246914,0.333333333
3391,0.086348684,0.539473684,0.374177632
2368,0.086206897,0.577586207,0.336206897
3224,0.086098655,0.551569507,0.362331839
1449,0.08608206,0.55993564,0.353982301
5420,0.085714286,0.457142857,0.457142857
836,0.085714286,0.6,0.314285714
4377,0.085561497,0.64171123,0.272727273
5058,0.085106383,0.553191489,0.361702128
4508,0.085053675,0.563996697,0.350949628
850,0.084837545,0.494584838,0.420577617
1146,0.084656085,0.526455026,0.388888889
2085,0.084558824,0.459558824,0.455882353
4447,0.084521385,0.558044807,0.357433809
4344,0.084185681,0.553107789,0.36270653
5039,0.083333333,0.444444444,0.472222222
1154,0.083333333,0.5,0.416666667
5023,0.083333333,0.575,0.341666667
1382,0.083333333,0.638888889,0.277777778
1015,0.083203733,0.545101089,0.371695179
3808,0.082901554,0.552677029,0.364421416
1100,0.082677165,0.561023622,0.356299213
2909,0.082670906,0.580286169,0.337042925
3209,0.082608696,0.556521739,0.360869565
5310,0.082474227,0.412371134,0.505154639
432,0.082191781,0.602739726,0.315068493
4510,0.081451613,0.560483871,0.358064516
5806,0.081447964,0.49321267,0.425339367
5795,0.081440877,0.570869225,0.347689898
5768,0.081081081,0.594594595,0.324324324
5729,0.080645161,0.532258065,0.387096774
745,0.08,0.48,0.44
569,0.08,0.496,0.424
868,0.08,0.48,0.44
4549,0.08,0.68,0.24
6005,0.079545455,0.568181818,0.352272727
5111,0.07875,0.48625,0.435
2121,0.078534031,0.387434555,0.534031414
4486,0.078431373,0.196078431,0.725490196
4105,0.078125,0.671875,0.25
2541,0.078125,0.51171875,0.41015625
2063,0.077853364,0.520786092,0.401360544
1150,0.077572965,0.466973886,0.455453149
2230,0.077253219,0.429184549,0.493562232
4442,0.076923077,0.653846154,0.269230769
5896,0.076923077,0.576923077,0.346153846
3032,0.076545633,0.488714426,0.434739941
5098,0.076142132,0.61928934,0.304568528
1470,0.076056338,0.312676056,0.611267606
4295,0.075,0.525,0.4
3980,0.075,0.525,0.4
3844,0.074626866,0.485074627,0.440298507
3618,0.074404762,0.530505952,0.395089286
3043,0.074074074,0.407407407,0.518518519
1821,0.074074074,0.37037037,0.555555556
304,0.074074074,0.555555556,0.37037037
4001,0.073732719,0.555299539,0.370967742
709,0.073170732,0.390243902,0.536585366
4255,0.073170732,0.317073171,0.609756098
706,0.072847682,0.490066225,0.437086093
835,0.071428571,0.428571429,0.5
1181,0.071005917,0.548323471,0.380670611
3865,0.070175439,0.561403509,0.368421053
3537,0.070175439,0.368421053,0.561403509
3841,0.069901316,0.484375,0.445723684
4227,0.069558101,0.508183306,0.422258592
1156,0.069444444,0.597222222,0.333333333
1270,0.068965517,0.586206897,0.344827586
989,0.068181818,0.568181818,0.363636364
5245,0.066666667,0.666666667,0.266666667
1941,0.06645768,0.497805643,0.435736677
889,0.065876153,0.457839262,0.476284585
5584,0.065789474,0.526315789,0.407894737
3039,0.06557377,0.327868852,0.606557377
3998,0.064814815,0.37345679,0.561728395
4575,0.064,0.464,0.472
4277,0.062535858,0.472748135,0.464716007
3352,0.0625,0.5625,0.375
3893,0.06,0.3,0.64
2999,0.059259259,0.533333333,0.407407407
629,0.05907173,0.405063291,0.535864979
826,0.057142857,0.371428571,0.571428571
3319,0.056910569,0.577235772,0.365853659
5313,0.056818182,0.431818182,0.511363636
5897,0.056603774,0.528301887,0.41509434
1680,0.055675676,0.436756757,0.507567568
5552,0.055555556,0.555555556,0.388888889
2241,0.0546875,0.609375,0.3359375
3528,0.053571429,0.357142857,0.589285714
305,0.050955414,0.49044586,0.458598726
1069,0.05090312,0.323481117,0.625615764
2329,0.05,0.475,0.475
4192,0.05,0.7,0.25
5197,0.048387097,0.5,0.451612903
860,0.047619048,0.476190476,0.476190476
2908,0.047619048,0.666666667,0.285714286
5899,0.047619048,0.80952381,0.142857143
1226,0.047619048,0.380952381,0.571428571
1615,0.047619048,0.523809524,0.428571429
5929,0.046296296,0.462962963,0.490740741
986,0.045454545,0.318181818,0.636363636
1424,0.045454545,0.590909091,0.363636364
3662,0.045454545,0.318181818,0.636363636
4169,0.045375972,0.392826275,0.561797753
1864,0.043478261,0.304347826,0.652173913
2155,0.042253521,0.450704225,0.507042254
2352,0.042016807,0.43697479,0.521008403
4211,0.041666667,0.375,0.583333333
5101,0.040816327,0.428571429,0.530612245
2045,0.04,0.48,0.48
741,0.038961039,0.428571429,0.532467532
4743,0.033333333,0.6,0.366666667
5146,0.033333333,0.366666667,0.6
3806,0.02994012,0.377245509,0.592814371
3801,0.028571429,0.385714286,0.585714286
1357,0.028248588,0.412429379,0.559322034
1562,0.026315789,0.473684211,0.5
4061,0.026315789,0.368421053,0.605263158
278,0.025252525,0.343434343,0.631313131
46,0.024390244,0.390243902,0.585365854
1341,0.022988506,0.287356322,0.689655172
4102,0.02247191,0.426966292,0.550561798
4804,0.021276596,0.340425532,0.638297872
1919,0.018181818,0.418181818,0.563636364
2204,0,0.303030303,0.696969697
