,H_ratio,M_ratio,T_ratio
1392,0.312757202,0.600823045,0.086419753
3298,0.3125,0.53125,0.15625
4657,0.3125,0.625,0.0625
5049,0.3125,0.552083333,0.135416667
4719,0.3125,0.59375,0.09375
5941,0.3125,0.40625,0.28125
2704,0.3125,0.583333333,0.104166667
3063,0.3125,0.53125,0.15625
5454,0.3125,0.546875,0.140625
4338,0.3125,0.625,0.0625
1256,0.3125,0.53125,0.15625
700,0.3125,0.53125,0.15625
1098,0.3125,0.53125,0.15625
1807,0.311881188,0.618811881,0.069306931
2892,0.311827957,0.569892473,0.11827957
3913,0.311377246,0.640718563,0.047904192
3178,0.311320755,0.580188679,0.108490566
1954,0.311258278,0.516556291,0.17218543
3789,0.311258278,0.562913907,0.125827815
2691,0.31120332,0.556016598,0.132780083
3045,0.310810811,0.560810811,0.128378378
3559,0.310810811,0.486486486,0.202702703
4690,0.310810811,0.472972973,0.216216216
2008,0.310734463,0.570621469,0.118644068
351,0.310679612,0.611650485,0.077669903
3946,0.310606061,0.628787879,0.060606061
4687,0.310344828,0.672413793,0.017241379
5902,0.310344828,0.505747126,0.183908046
1754,0.310344828,0.413793103,0.275862069
2991,0.310344828,0.586206897,0.103448276
2350,0.310344828,0.577586207,0.112068966
4939,0.310344828,0.649425287,0.040229885
1192,0.310344828,0.586206897,0.103448276
1313,0.310344828,0.586206897,0.103448276
5527,0.310344828,0.586206897,0.103448276
234,0.310344828,0.586206897,0.103448276
2891,0.310344828,0.655172414,0.034482759
4630,0.310344828,0.586206897,0.103448276
5708,0.31,0.58,0.11
595,0.31,0.52,0.17
2922,0.309859155,0.61971831,0.070422535
3800,0.309859155,0.605633803,0.084507042
5242,0.309734513,0.557522124,0.132743363
270,0.30952381,0.563492063,0.126984127
3248,0.30952381,0.44047619,0.25
3460,0.30952381,0.571428571,0.119047619
3776,0.30952381,0.666666667,0.023809524
2518,0.30952381,0.619047619,0.071428571
2662,0.30952381,0.571428571,0.119047619
810,0.30952381,0.626984127,0.063492063
4921,0.309178744,0.531400966,0.15942029
4814,0.309090909,0.606060606,0.084848485
3085,0.308943089,0.682926829,0.008130081
2760,0.308823529,0.588235294,0.102941176
3106,0.308823529,0.544117647,0.147058824
4999,0.308823529,0.647058824,0.044117647
4625,0.308641975,0.654320988,0.037037037
5930,0.308510638,0.595744681,0.095744681
3004,0.308333333,0.475,0.216666667
2859,0.308270677,0.593984962,0.097744361
2903,0.308219178,0.623287671,0.068493151
6018,0.308176101,0.597484277,0.094339623
3370,0.308080808,0.621212121,0.070707071
1873,0.308080808,0.626262626,0.065656566
1719,0.307692308,0.653846154,0.038461538
1886,0.307692308,0.538461538,0.153846154
2162,0.307692308,0.593406593,0.098901099
3918,0.307692308,0.692307692,0
5280,0.307692308,0.615384615,0.076923077
3875,0.307692308,0.538461538,0.153846154
3070,0.307692308,0.58974359,0.102564103
5559,0.307692308,0.641025641,0.051282051
4639,0.307692308,0.596153846,0.096153846
3848,0.307692308,0.461538462,0.230769231
1522,0.307692308,0.58974359,0.102564103
4461,0.307692308,0.621794872,0.070512821
628,0.307692308,0.596153846,0.096153846
1766,0.307692308,0.538461538,0.153846154
3103,0.307692308,0.461538462,0.230769231
2864,0.307692308,0.615384615,0.076923077
900,0.307692308,0.538461538,0.153846154
190,0.307189542,0.568627451,0.124183007
4830,0.307017544,0.535087719,0.157894737
5892,0.307017544,0.5,0.192982456
936,0.306818182,0.477272727,0.215909091
945,0.306748466,0.63190184,0.061349693
328,0.306451613,0.64516129,0.048387097
3023,0.306451613,0.596774194,0.096774194
4711,0.306451613,0.580645161,0.112903226
847,0.306451613,0.629032258,0.064516129
3002,0.306122449,0.585034014,0.108843537
5368,0.306122449,0.642857143,0.051020408
1814,0.306122449,0.571428571,0.12244898
5050,0.305882353,0.552941176,0.141176471
5885,0.305785124,0.561983471,0.132231405
4093,0.305732484,0.668789809,0.025477707
44,0.305699482,0.523316062,0.170984456
4650,0.305555556,0.541666667,0.152777778
3744,0.305555556,0.583333333,0.111111111
1043,0.305555556,0.555555556,0.138888889
4092,0.305555556,0.638888889,0.055555556
5670,0.305555556,0.486111111,0.208333333
2196,0.305555556,0.694444444,0
4978,0.305555556,0.597222222,0.097222222
1704,0.305555556,0.444444444,0.25
2756,0.305439331,0.656903766,0.037656904
5109,0.305343511,0.557251908,0.13740458
541,0.305263158,0.6,0.094736842
5769,0.305194805,0.551948052,0.142857143
2405,0.305084746,0.525423729,0.169491525
147,0.304812834,0.620320856,0.07486631
1903,0.304568528,0.543147208,0.152284264
6011,0.304568528,0.634517766,0.060913706
2311,0.304347826,0.608695652,0.086956522
141,0.304347826,0.565217391,0.130434783
5229,0.304347826,0.608695652,0.086956522
3098,0.304347826,0.52173913,0.173913043
5007,0.304347826,0.565217391,0.130434783
12,0.304347826,0.608695652,0.086956522
4900,0.304347826,0.608695652,0.086956522
3874,0.304347826,0.643478261,0.052173913
3710,0.304347826,0.565217391,0.130434783
775,0.304347826,0.565217391,0.130434783
5505,0.304347826,0.576086957,0.119565217
789,0.304347826,0.582608696,0.113043478
5735,0.304347826,0.52173913,0.173913043
5637,0.304347826,0.5,0.195652174
4154,0.304347826,0.695652174,0
4158,0.304347826,0.260869565,0.434782609
5591,0.304347826,0.543478261,0.152173913
2707,0.304347826,0.608695652,0.086956522
3975,0.304347826,0.576086957,0.119565217
4118,0.304347826,0.603864734,0.09178744
2339,0.304347826,0.52173913,0.173913043
3919,0.304347826,0.608695652,0.086956522
782,0.304347826,0.565217391,0.130434783
3455,0.304347826,0.565217391,0.130434783
2137,0.304347826,0.623188406,0.072463768
4449,0.304123711,0.582474227,0.113402062
3568,0.303921569,0.62745098,0.068627451
4886,0.303921569,0.656862745,0.039215686
2078,0.303921569,0.607843137,0.088235294
457,0.303797468,0.599156118,0.097046414
1710,0.303797468,0.493670886,0.202531646
5860,0.303797468,0.620253165,0.075949367
4070,0.303703704,0.622222222,0.074074074
2792,0.303664921,0.596858639,0.09947644
1809,0.303571429,0.625,0.071428571
3251,0.303571429,0.571428571,0.125
3774,0.303571429,0.625,0.071428571
3757,0.303482587,0.671641791,0.024875622
132,0.303370787,0.606741573,0.08988764
2765,0.303317536,0.677725118,0.018957346
3207,0.303030303,0.515151515,0.181818182
2574,0.303030303,0.606060606,0.090909091
901,0.303030303,0.545454545,0.151515152
4240,0.303030303,0.651515152,0.045454545
4469,0.303030303,0.515151515,0.181818182
5803,0.303030303,0.545454545,0.151515152
1740,0.303030303,0.621212121,0.075757576
5681,0.303030303,0.515151515,0.181818182
2122,0.302884615,0.625,0.072115385
330,0.302631579,0.578947368,0.118421053
2551,0.302631579,0.605263158,0.092105263
5750,0.302521008,0.571428571,0.12605042
5138,0.302469136,0.611111111,0.086419753
2283,0.302325581,0.511627907,0.186046512
74,0.302325581,0.488372093,0.209302326
794,0.302325581,0.604651163,0.093023256
5613,0.302325581,0.639534884,0.058139535
2246,0.302325581,0.540697674,0.156976744
2698,0.302325581,0.441860465,0.255813953
4601,0.302325581,0.604651163,0.093023256
1677,0.302325581,0.534883721,0.162790698
3612,0.302325581,0.637209302,0.060465116
1553,0.302325581,0.534883721,0.162790698
3721,0.302325581,0.565891473,0.131782946
3659,0.302083333,0.583333333,0.114583333
959,0.302083333,0.604166667,0.09375
613,0.301886792,0.613207547,0.08490566
4435,0.301886792,0.566037736,0.132075472
785,0.301886792,0.471698113,0.226415094
2400,0.301886792,0.490566038,0.20754717
4234,0.301886792,0.622641509,0.075471698
4351,0.301775148,0.662721893,0.035502959
5263,0.301587302,0.555555556,0.142857143
2773,0.301204819,0.590361446,0.108433735
1315,0.301075269,0.494623656,0.204301075
3923,0.300970874,0.621359223,0.077669903
5148,0.300970874,0.601941748,0.097087379
3086,0.300884956,0.539823009,0.159292035
5518,0.300884956,0.610619469,0.088495575
4858,0.300884956,0.530973451,0.168141593
4043,0.30075188,0.646616541,0.052631579
240,0.300699301,0.643356643,0.055944056
5971,0.300613497,0.613496933,0.085889571
4775,0.3,0.4,0.3
1933,0.3,0.433333333,0.266666667
4463,0.3,0.5,0.2
2061,0.3,0.3,0.4
1229,0.3,0.333333333,0.366666667
5145,0.3,0.4,0.3
4144,0.3,0.635714286,0.064285714
4383,0.3,0.45,0.25
4174,0.3,0.575,0.125
3552,0.3,0.55,0.15
5297,0.3,0.533333333,0.166666667
4749,0.3,0.5,0.2
5993,0.3,0.666666667,0.033333333
2412,0.3,0.466666667,0.233333333
3291,0.3,0.55,0.15
1744,0.3,0.642857143,0.057142857
5828,0.3,0.6,0.1
5525,0.3,0.7,0
572,0.3,0.3,0.4
2814,0.3,0.623529412,0.076470588
2930,0.3,0.5,0.2
3787,0.3,0.6,0.1
3515,0.3,0.58,0.12
3066,0.3,0.622222222,0.077777778
421,0.3,0.6,0.1
2013,0.3,0.5625,0.1375
1567,0.3,0.52,0.18
3438,0.3,0.5125,0.1875
4525,0.3,0.7,0
2272,0.299212598,0.559055118,0.141732283
1179,0.299145299,0.572649573,0.128205128
224,0.299019608,0.607843137,0.093137255
2969,0.298850575,0.626436782,0.074712644
1999,0.298850575,0.540229885,0.16091954
4534,0.298701299,0.623376623,0.077922078
4233,0.298507463,0.634328358,0.067164179
2938,0.298507463,0.611940299,0.089552239
1547,0.298507463,0.597014925,0.104477612
5868,0.298507463,0.462686567,0.23880597
5992,0.298507463,0.597014925,0.104477612
4901,0.298429319,0.623036649,0.078534031
2955,0.298429319,0.628272251,0.073298429
2943,0.298387097,0.548387097,0.153225806
4321,0.298245614,0.543859649,0.157894737
1145,0.298245614,0.526315789,0.175438596
5506,0.298245614,0.543859649,0.157894737
1527,0.298076923,0.394230769,0.307692308
5204,0.29787234,0.659574468,0.042553191
1728,0.29787234,0.595744681,0.106382979
2666,0.29787234,0.659574468,0.042553191
1165,0.29787234,0.574468085,0.127659574
3922,0.297752809,0.533707865,0.168539326
2723,0.297619048,0.630952381,0.071428571
816,0.297435897,0.620512821,0.082051282
2289,0.297297297,0.567567568,0.135135135
1831,0.297297297,0.567567568,0.135135135
4803,0.297297297,0.513513514,0.189189189
2633,0.297297297,0.567567568,0.135135135
1580,0.297297297,0.594594595,0.108108108
1413,0.297297297,0.47027027,0.232432432
4712,0.297297297,0.675675676,0.027027027
979,0.297297297,0.567567568,0.135135135
1655,0.297142857,0.617142857,0.085714286
5678,0.297101449,0.594202899,0.108695652
2310,0.297029703,0.514851485,0.188118812
3156,0.296875,0.59375,0.109375
3037,0.296875,0.609375,0.09375
760,0.296875,0.484375,0.21875
4060,0.296875,0.63671875,0.06640625
1031,0.296774194,0.664516129,0.038709677
1511,0.296703297,0.615384615,0.087912088
258,0.296551724,0.648275862,0.055172414
4349,0.296296296,0.407407407,0.296296296
2287,0.296296296,0.592592593,0.111111111
5060,0.296296296,0.654320988,0.049382716
298,0.296296296,0.481481481,0.222222222
943,0.296296296,0.592592593,0.111111111
5781,0.296296296,0.518518519,0.185185185
5784,0.296296296,0.592592593,0.111111111
642,0.296296296,0.555555556,0.148148148
130,0.296296296,0.585185185,0.118518519
3832,0.296296296,0.509259259,0.194444444
4696,0.296296296,0.592592593,0.111111111
3149,0.296296296,0.481481481,0.222222222
725,0.296296296,0.567901235,0.135802469
2630,0.296296296,0.611111111,0.092592593
4327,0.296296296,0.617283951,0.086419753
340,0.296296296,0.537037037,0.166666667
230,0.296089385,0.558659218,0.145251397
3742,0.296,0.56,0.144
2575,0.295857988,0.627218935,0.076923077
125,0.295774648,0.61971831,0.084507042
3442,0.295698925,0.548387097,0.155913978
3099,0.295597484,0.610062893,0.094339623
4587,0.295454545,0.590909091,0.113636364
1966,0.295454545,0.5,0.204545455
1438,0.295454545,0.545454545,0.159090909
867,0.295454545,0.659090909,0.045454545
2477,0.295081967,0.655737705,0.049180328
4283,0.295081967,0.540983607,0.163934426
5683,0.295081967,0.590163934,0.114754098
5797,0.295081967,0.606557377,0.098360656
3223,0.295081967,0.573770492,0.131147541
2808,0.294964029,0.611510791,0.09352518
737,0.294930876,0.617511521,0.087557604
964,0.294871795,0.692307692,0.012820513
1055,0.294871795,0.564102564,0.141025641
3228,0.294871795,0.576923077,0.128205128
4471,0.294797688,0.612716763,0.092485549
5958,0.294642857,0.589285714,0.116071429
1132,0.294478528,0.656441718,0.049079755
690,0.294444444,0.633333333,0.072222222
4468,0.294117647,0.623529412,0.082352941
4137,0.294117647,0.658823529,0.047058824
5270,0.294117647,0.539215686,0.166666667
2697,0.294117647,0.676470588,0.029411765
273,0.294117647,0.604278075,0.101604278
4571,0.294117647,0.647058824,0.058823529
1512,0.294117647,0.558823529,0.147058824
2579,0.294117647,0.588235294,0.117647059
462,0.293785311,0.581920904,0.124293785
2794,0.293706294,0.629370629,0.076923077
4927,0.293650794,0.626984127,0.079365079
5076,0.293577982,0.559633028,0.146788991
4807,0.293478261,0.565217391,0.141304348
3277,0.293333333,0.606666667,0.1
2299,0.293333333,0.586666667,0.12
2114,0.293333333,0.633333333,0.073333333
2165,0.293333333,0.626666667,0.08
1595,0.293233083,0.571428571,0.135338346
2828,0.293103448,0.586206897,0.120689655
4849,0.292993631,0.592356688,0.114649682
413,0.292929293,0.626262626,0.080808081
426,0.292887029,0.652719665,0.054393305
4834,0.292857143,0.542857143,0.164285714
3712,0.292857143,0.664285714,0.042857143
1879,0.292775665,0.642585551,0.064638783
3982,0.292682927,0.585365854,0.12195122
1976,0.292682927,0.552845528,0.154471545
2617,0.292682927,0.658536585,0.048780488
5758,0.292517007,0.598639456,0.108843537
5272,0.29245283,0.669811321,0.037735849
3984,0.292307692,0.646153846,0.061538462
5616,0.292307692,0.569230769,0.138461538
3399,0.292207792,0.662337662,0.045454545
5418,0.292,0.612,0.096
3361,0.291925466,0.658385093,0.049689441
2914,0.291666667,0.625,0.083333333
5583,0.291666667,0.525,0.183333333
1213,0.291666667,0.541666667,0.166666667
171,0.291666667,0.416666667,0.291666667
3665,0.291666667,0.625,0.083333333
1197,0.291666667,0.625,0.083333333
1869,0.291666667,0.479166667,0.229166667
3287,0.291666667,0.458333333,0.25
4292,0.291666667,0.614583333,0.09375
4076,0.291666667,0.520833333,0.1875
2302,0.291457286,0.653266332,0.055276382
3888,0.291390728,0.536423841,0.17218543
5211,0.291262136,0.631067961,0.077669903
2140,0.291262136,0.616504854,0.09223301
5865,0.291262136,0.631067961,0.077669903
3315,0.291208791,0.631868132,0.076923077
4998,0.291139241,0.556962025,0.151898734
2555,0.291139241,0.64556962,0.063291139
1870,0.291139241,0.651898734,0.056962025
5335,0.291139241,0.620253165,0.088607595
5596,0.291005291,0.608465608,0.100529101
3398,0.290909091,0.527272727,0.181818182
4516,0.290909091,0.581818182,0.127272727
5441,0.290816327,0.658163265,0.051020408
3151,0.290697674,0.552325581,0.156976744
897,0.290640394,0.655172414,0.054187192
376,0.290598291,0.564102564,0.145299145
274,0.290540541,0.662162162,0.047297297
4868,0.290502793,0.603351955,0.106145251
1554,0.290322581,0.548387097,0.161290323
1183,0.290322581,0.629032258,0.080645161
5835,0.290322581,0.548387097,0.161290323
416,0.290322581,0.64516129,0.064516129
3646,0.290322581,0.623655914,0.086021505
3775,0.290322581,0.666666667,0.043010753
2395,0.290178571,0.620535714,0.089285714
2221,0.290123457,0.635802469,0.074074074
4947,0.29,0.64,0.07
4842,0.289855072,0.47826087,0.231884058
2740,0.289655172,0.668965517,0.04137931
4203,0.289655172,0.551724138,0.15862069
1301,0.28956229,0.65993266,0.050505051
3668,0.289473684,0.526315789,0.184210526
2711,0.289473684,0.578947368,0.131578947
1316,0.289473684,0.526315789,0.184210526
1537,0.289473684,0.578947368,0.131578947
1462,0.289473684,0.552631579,0.157894737
1617,0.289473684,0.583333333,0.127192982
2482,0.289473684,0.526315789,0.184210526
3353,0.289361702,0.629787234,0.080851064
4810,0.289340102,0.649746193,0.060913706
1367,0.289099526,0.630331754,0.08056872
5236,0.2890625,0.671875,0.0390625
5324,0.289017341,0.630057803,0.080924855
3525,0.288888889,0.577777778,0.133333333
3219,0.288732394,0.563380282,0.147887324
4096,0.288702929,0.615062762,0.09623431
5601,0.288659794,0.597938144,0.113402062
4308,0.288461538,0.596153846,0.115384615
5470,0.288461538,0.5,0.211538462
2452,0.288461538,0.615384615,0.096153846
281,0.288288288,0.477477477,0.234234234
3183,0.288288288,0.648648649,0.063063063
5765,0.288209607,0.615720524,0.096069869
3139,0.288135593,0.491525424,0.220338983
2134,0.288135593,0.593220339,0.118644068
3038,0.288135593,0.601694915,0.110169492
2868,0.287958115,0.57591623,0.136125654
4922,0.287958115,0.596858639,0.115183246
4339,0.287878788,0.636363636,0.075757576
2866,0.287804878,0.67804878,0.034146341
4656,0.287671233,0.662100457,0.050228311
5662,0.287671233,0.589041096,0.123287671
1769,0.287671233,0.589041096,0.123287671
5421,0.2875,0.625,0.0875
861,0.2875,0.6125,0.1
2344,0.287234043,0.595744681,0.117021277
5917,0.286956522,0.591304348,0.12173913
3698,0.286956522,0.626086957,0.086956522
1678,0.286885246,0.549180328,0.163934426
2980,0.286764706,0.536764706,0.176470588
4644,0.286713287,0.566433566,0.146853147
1828,0.286713287,0.643356643,0.06993007
1860,0.28668942,0.631399317,0.081911263
818,0.286549708,0.631578947,0.081871345
654,0.286486486,0.648648649,0.064864865
3195,0.286458333,0.604166667,0.109375
843,0.285714286,0.619047619,0.095238095
2659,0.285714286,0.639751553,0.074534161
42,0.285714286,0.662337662,0.051948052
5914,0.285714286,0.657142857,0.057142857
930,0.285714286,0.530612245,0.183673469
1276,0.285714286,0.597402597,0.116883117
1453,0.285714286,0.607142857,0.107142857
436,0.285714286,0.556390977,0.157894737
2725,0.285714286,0.628571429,0.085714286
1651,0.285714286,0.657142857,0.057142857
4996,0.285714286,0.571428571,0.142857143
4918,0.285714286,0.661129568,0.053156146
2977,0.285714286,0.476190476,0.238095238
2197,0.285714286,0.535714286,0.178571429
4518,0.285714286,0.666666667,0.047619048
4500,0.285714286,0.571428571,0.142857143
1862,0.285714286,0.6,0.114285714
4264,0.285714286,0.714285714,0
878,0.285714286,0.653061224,0.06122449
4179,0.285714286,0.602484472,0.111801242
364,0.285714286,0.607142857,0.107142857
1947,0.285714286,0.571428571,0.142857143
3973,0.285714286,0.637362637,0.076923077
471,0.285714286,0.59047619,0.123809524
3470,0.285714286,0.666666667,0.047619048
2048,0.285714286,0.571428571,0.142857143
3708,0.285714286,0.514285714,0.2
5135,0.285714286,0.675324675,0.038961039
596,0.285714286,0.571428571,0.142857143
2314,0.285714286,0.657142857,0.057142857
1363,0.285714286,0.476190476,0.238095238
5296,0.285714286,0.671428571,0.042857143
1257,0.285714286,0.632653061,0.081632653
5299,0.285714286,0.678571429,0.035714286
5213,0.285714286,0.6,0.114285714
2798,0.285714286,0.61038961,0.103896104
5438,0.285714286,0.615384615,0.098901099
5654,0.285234899,0.597315436,0.117449664
713,0.285123967,0.661157025,0.053719008
4114,0.285,0.59,0.125
306,0.284974093,0.595854922,0.119170984
1396,0.284946237,0.61827957,0.096774194
1199,0.284916201,0.664804469,0.05027933
2784,0.284810127,0.607594937,0.107594937
3445,0.284722222,0.479166667,0.236111111
1474,0.284615385,0.530769231,0.184615385
5827,0.28440367,0.614678899,0.100917431
5491,0.284313725,0.632352941,0.083333333
515,0.283950617,0.512345679,0.203703704
4346,0.283783784,0.554054054,0.162162162
3386,0.283783784,0.621621622,0.094594595
5106,0.283783784,0.594594595,0.121621622
3069,0.28372093,0.623255814,0.093023256
5734,0.283653846,0.610576923,0.105769231
1798,0.28358209,0.611940299,0.104477612
3849,0.28358209,0.701492537,0.014925373
2692,0.28358209,0.619402985,0.097014925
2338,0.28342246,0.614973262,0.101604278
2215,0.28342246,0.577540107,0.139037433
5963,0.28342246,0.631016043,0.085561497
5453,0.28340081,0.647773279,0.068825911
1411,0.283333333,0.583333333,0.133333333
252,0.283333333,0.666666667,0.05
1259,0.283333333,0.466666667,0.25
5520,0.28313253,0.590361446,0.126506024
1388,0.283018868,0.641509434,0.075471698
3041,0.283018868,0.566037736,0.150943396
253,0.283018868,0.509433962,0.20754717
5165,0.282828283,0.565656566,0.151515152
1715,0.282608696,0.456521739,0.260869565
1992,0.282608696,0.608695652,0.108695652
5693,0.282608696,0.391304348,0.326086957
1330,0.282608696,0.565217391,0.152173913
2861,0.282608696,0.565217391,0.152173913
1267,0.282352941,0.505882353,0.211764706
5737,0.282352941,0.552941176,0.164705882
5809,0.282258065,0.637096774,0.080645161
3379,0.282051282,0.615384615,0.102564103
3909,0.282051282,0.576923077,0.141025641
2843,0.282051282,0.564102564,0.153846154
2715,0.282051282,0.641025641,0.076923077
2663,0.282051282,0.602564103,0.115384615
1739,0.282051282,0.525641026,0.192307692
77,0.282051282,0.538461538,0.179487179
717,0.282051282,0.692307692,0.025641026
4761,0.282051282,0.666666667,0.051282051
3230,0.281879195,0.610738255,0.10738255
3630,0.281767956,0.635359116,0.082872928
2094,0.281690141,0.591549296,0.126760563
2372,0.281690141,0.535211268,0.183098592
3112,0.281690141,0.58685446,0.131455399
2273,0.281690141,0.690140845,0.028169014
691,0.281553398,0.563106796,0.155339806
1232,0.281481481,0.614814815,0.103703704
924,0.281407035,0.618090452,0.100502513
5202,0.28125,0.5625,0.15625
2667,0.28125,0.625,0.09375
3738,0.28125,0.6875,0.03125
459,0.28125,0.5625,0.15625
5919,0.28125,0.59375,0.125
2709,0.28125,0.5625,0.15625
4923,0.28125,0.5625,0.15625
4108,0.28125,0.53125,0.1875
3238,0.28125,0.6875,0.03125
4684,0.28125,0.609375,0.109375
492,0.28125,0.65625,0.0625
1379,0.28125,0.5625,0.15625
1985,0.28125,0.6625,0.05625
1469,0.28125,0.53125,0.1875
887,0.28125,0.666666667,0.052083333
1689,0.28125,0.6328125,0.0859375
1681,0.280991736,0.611570248,0.107438017
414,0.280701754,0.631578947,0.087719298
5782,0.280701754,0.657894737,0.061403509
597,0.280701754,0.631578947,0.087719298
5911,0.280701754,0.643274854,0.076023392
3852,0.280701754,0.596491228,0.122807018
4760,0.280701754,0.561403509,0.157894737
1230,0.280632411,0.628458498,0.090909091
1094,0.280487805,0.591463415,0.12804878
2120,0.280487805,0.62195122,0.097560976
4688,0.28030303,0.613636364,0.106060606
3978,0.28030303,0.560606061,0.159090909
2481,0.28030303,0.666666667,0.053030303
3614,0.280254777,0.630573248,0.089171975
3334,0.28,0.58,0.14
2141,0.28,0.64,0.08
4574,0.28,0.62,0.1
2406,0.28,0.61,0.11
4975,0.28,0.657142857,0.062857143
2517,0.28,0.42,0.3
2616,0.28,0.64,0.08
2069,0.28,0.546666667,0.173333333
4636,0.28,0.68,0.04
4145,0.28,0.64,0.08
3179,0.28,0.44,0.28
5528,0.28,0.586666667,0.133333333
3972,0.28,0.6,0.12
1235,0.28,0.64,0.08
5862,0.28,0.6,0.12
3790,0.28,0.52,0.2
5661,0.28,0.656,0.064
209,0.28,0.44,0.28
2269,0.28,0.64,0.08
2044,0.28,0.68,0.04
3400,0.279816514,0.669724771,0.050458716
1097,0.279761905,0.648809524,0.071428571
711,0.27972028,0.608391608,0.111888112
2462,0.279527559,0.641732283,0.078740157
4521,0.279475983,0.615720524,0.104803493
4239,0.279411765,0.485294118,0.235294118
113,0.279411765,0.514705882,0.205882353
1440,0.279411765,0.639705882,0.080882353
4204,0.279166667,0.658333333,0.0625
4005,0.279166667,0.575,0.145833333
2075,0.279069767,0.627906977,0.093023256
3169,0.279069767,0.604651163,0.11627907
3587,0.279069767,0.627906977,0.093023256
4878,0.279069767,0.604651163,0.11627907
3359,0.279069767,0.534883721,0.186046512
2493,0.279069767,0.593023256,0.127906977
720,0.278969957,0.587982833,0.13304721
3374,0.278846154,0.644230769,0.076923077
5554,0.278846154,0.673076923,0.048076923
1544,0.278787879,0.606060606,0.115151515
4433,0.278787879,0.642424242,0.078787879
1793,0.278745645,0.634146341,0.087108014
3517,0.278688525,0.647540984,0.073770492
5031,0.278688525,0.606557377,0.114754098
4990,0.278688525,0.524590164,0.196721311
4624,0.278688525,0.606557377,0.114754098
3831,0.278688525,0.62295082,0.098360656
5620,0.278538813,0.643835616,0.077625571
2900,0.27852349,0.630872483,0.090604027
129,0.278481013,0.575949367,0.14556962
19,0.278431373,0.576470588,0.145098039
3294,0.278350515,0.618556701,0.103092784
2669,0.27826087,0.582608696,0.139130435
3994,0.278074866,0.673796791,0.048128342
4778,0.277777778,0.5,0.222222222
5976,0.277777778,0.555555556,0.166666667
358,0.277777778,0.527777778,0.194444444
2426,0.277777778,0.611111111,0.111111111
5462,0.277777778,0.527777778,0.194444444
4589,0.277777778,0.611111111,0.111111111
3296,0.277777778,0.625,0.097222222
883,0.277777778,0.666666667,0.055555556
4700,0.277777778,0.62962963,0.092592593
3717,0.277591973,0.638795987,0.08361204
3387,0.277372263,0.591240876,0.131386861
2017,0.277310924,0.672268908,0.050420168
5081,0.277227723,0.554455446,0.168316832
2736,0.277227723,0.504950495,0.217821782
1890,0.277227723,0.613861386,0.108910891
2985,0.277173913,0.635869565,0.086956522
300,0.277108434,0.634538153,0.088353414
5253,0.277027027,0.574324324,0.148648649
4980,0.276995305,0.643192488,0.079812207
138,0.276923077,0.507692308,0.215384615
2057,0.276923077,0.615384615,0.107692308
1834,0.276923077,0.615384615,0.107692308
5889,0.276923077,0.630769231,0.092307692
5943,0.276923077,0.538461538,0.184615385
2143,0.276785714,0.5625,0.160714286
4013,0.276785714,0.620535714,0.102678571
2556,0.276595745,0.425531915,0.29787234
2519,0.276595745,0.659574468,0.063829787
460,0.276595745,0.638297872,0.085106383
809,0.276595745,0.574468085,0.14893617
4993,0.276595745,0.659574468,0.063829787
2459,0.276422764,0.62601626,0.097560976
4985,0.276315789,0.644736842,0.078947368
324,0.276315789,0.671052632,0.052631579
926,0.276190476,0.59047619,0.133333333
5209,0.276119403,0.619402985,0.104477612
2177,0.275862069,0.586206897,0.137931034
503,0.275862069,0.689655172,0.034482759
4129,0.275862069,0.413793103,0.310344828
5375,0.275862069,0.689655172,0.034482759
3432,0.275862069,0.672413793,0.051724138
2210,0.275862069,0.448275862,0.275862069
4970,0.275862069,0.655172414,0.068965517
1479,0.275862069,0.620689655,0.103448276
2772,0.275280899,0.623595506,0.101123596
3154,0.275132275,0.566137566,0.158730159
425,0.275132275,0.656084656,0.068783069
694,0.275,0.675,0.05
2560,0.275,0.6,0.125
1590,0.275,0.55,0.175
4067,0.275,0.575,0.15
5609,0.275,0.425,0.3
2679,0.274853801,0.643274854,0.081871345
1618,0.274725275,0.527472527,0.197802198
1155,0.274725275,0.631868132,0.093406593
1571,0.274509804,0.640522876,0.08496732
3226,0.274193548,0.588709677,0.137096774
2294,0.274193548,0.629032258,0.096774194
4861,0.274111675,0.558375635,0.16751269
4994,0.274074074,0.614814815,0.111111111
3101,0.274074074,0.651851852,0.074074074
2769,0.273972603,0.582191781,0.143835616
4477,0.273972603,0.623287671,0.102739726
5644,0.273972603,0.643835616,0.082191781
3321,0.273809524,0.607142857,0.119047619
915,0.273684211,0.621052632,0.105263158
2876,0.273684211,0.668421053,0.057894737
996,0.273648649,0.648648649,0.077702703
4123,0.273584906,0.575471698,0.150943396
2778,0.273584906,0.622641509,0.103773585
1765,0.273584906,0.556603774,0.169811321
1882,0.273542601,0.560538117,0.165919283
787,0.273504274,0.658119658,0.068376068
2349,0.273504274,0.632478632,0.094017094
4356,0.2734375,0.65625,0.0703125
793,0.273333333,0.686666667,0.04
4824,0.273127753,0.568281938,0.158590308
1325,0.273049645,0.631205674,0.095744681
4780,0.272727273,0.590909091,0.136363636
5224,0.272727273,0.575757576,0.151515152
5207,0.272727273,0.636363636,0.090909091
4190,0.272727273,0.666666667,0.060606061
5833,0.272727273,0.522727273,0.204545455
5192,0.272727273,0.681818182,0.045454545
1986,0.272727273,0.5,0.227272727
